cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101
RECAL 3 0 9999 9999 64 4 80,140,-241223,-241176,-241142,-241093,-241063,-241027,-241006,-240972,-240949,-240928,-240908,-240903,-240897,-240894,-240890,-240904,-240916,-240930,-240958,-240985,-241022,-241059,-241113,-241175,-241231,-241313,-241396,-241492,-241590,-241690,-241812,-241947,-242083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 193 64 4 80,-2110,-436462,-414449,-392622,-371138,-350612,-331087,-313028,-296648,-282153,-269553,-258987,-250572,-244322,-240219,-238269,-238498,-240854,-245369,-252015,-260743,-271546,-284399,-299157,-315833,-334191,-353989,-374968,-396845,-418986,-440488,-460757,-479578,-493902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,642,-247890,-247097,-246334,-245635,-244977,-244378,-243824,-243316,-242874,-242471,-242135,-241855,-241631,-241472,-241371,-241317,-241341,-241416,-241573,-241783,-242073,-242426,-242855,-243351,-243913,-244573,-245289,-246098,-246969,-247934,-248978,-250102,-251301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 703 64 4 80,-2735,-517496,-513699,-506442,-494156,-475205,-450754,-422403,-392670,-363488,-336477,-312285,-291494,-274431,-260703,-250661,-244216,-241303,-241860,-245839,-253216,-263923,-277898,-295078,-315479,-338942,-365115,-393606,-423285,-451300,-476978,-495471,-507773,-513166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2173,-320123,-309716,-300108,-291372,-283385,-276158,-269679,-263925,-258922,-254650,-251100,-248252,-246094,-244610,-243798,-243668,-244196,-245376,-247217,-249725,-252906,-256754,-261285,-266498,-272407,-279029,-286350,-294340,-303082,-312599,-322892,-333942,-345712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2114 64 4 80,-2759,-514067,-506091,-494310,-475147,-449455,-419782,-388687,-359002,-332021,-308366,-288327,-271772,-258928,-249744,-244169,-242126,-243581,-248496,-256706,-268455,-283548,-301936,-323612,-348543,-376298,-406450,-436853,-465590,-488620,-502753,-511523,-515376,-517879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2261,-323828,-312354,-301775,-292152,-283364,-275419,-268405,-262100,-256585,-251894,-247991,-244862,-242518,-240931,-240109,-240059,-240773,-242246,-244475,-247434,-251155,-255614,-260725,-266694,-273423,-280945,-289258,-298307,-308263,-319089,-330774,-343323,-356815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2203 64 4 80,-2153,-475692,-455518,-433735,-410990,-387967,-365620,-344270,-324372,-306345,-290318,-276375,-264802,-255314,-248138,-243198,-240487,-239989,-241692,-245555,-251596,-259807,-270198,-282709,-297253,-313912,-332524,-353039,-374760,-397931,-421611,-444293,-465298,-483108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2260,-327263,-315499,-304634,-294716,-285705,-277541,-270309,-263797,-258106,-253237,-249184,-245922,-243459,-241770,-240858,-240739,-241396,-242823,-245010,-247952,-251669,-256119,-261251,-267239,-274002,-281556,-289914,-299040,-309017,-319889,-331598,-344212,-357703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2201 64 4 80,-1274,-326110,-315067,-304680,-295038,-286169,-278020,-270667,-264115,-258361,-253390,-249232,-245855,-243266,-241463,-240425,-240184,-240697,-241978,-244013,-246797,-250318,-254563,-259542,-265271,-271686,-278850,-286707,-295201,-304400,-314295,-324792,-335765,-347418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2239,-322685,-311383,-300947,-291439,-282729,-274852,-267816,-261595,-256158,-251531,-247717,-244686,-242444,-240965,-240257,-240314,-241108,-242647,-244933,-247980,-251750,-256295,-261576,-267633,-274466,-282000,-290332,-299368,-309267,-319988,-331542,-343971,-357073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2181 64 4 80,1167,-335797,-325271,-315208,-305593,-296562,-288172,-280338,-273133,-266602,-260728,-255567,-251110,-247405,-244470,-242263,-240834,-240180,-240322,-241276,-243048,-245637,-249083,-253373,-258557,-264625,-271566,-279419,-288189,-297863,-308341,-319851,-332248,-345465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2172,-328134,-317618,-307932,-299022,-290928,-283581,-276996,-271155,-266086,-261747,-258134,-255258,-253090,-251639,-250874,-250806,-251416,-252702,-254689,-257358,-260713,-264767,-269500,-274959,-281130,-288023,-295586,-303918,-313019,-322853,-333491,-344932,-356994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2113 64 4 80,2023,-504963,-493576,-478035,-458439,-437906,-416920,-395790,-375208,-355300,-336444,-318925,-302917,-288636,-276148,-265619,-257106,-250714,-246406,-244251,-244295,-246573,-251138,-258033,-267210,-278850,-292922,-309447,-328477,-350076,-373805,-399760,-426663,-452796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2151,-333035,-323204,-314190,-305945,-298458,-291748,-285714,-280369,-275733,-271760,-268524,-265899,-263934,-262625,-261978,-261999,-262666,-263984,-265970,-268612,-271909,-275860,-280495,-285795,-291749,-298330,-305553,-313539,-322272,-331737,-342023,-353113,-364976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2093 64 4 80,2633,-519230,-517710,-515693,-511257,-502067,-486196,-463432,-437303,-410341,-383679,-358596,-335567,-315000,-297077,-282356,-270454,-261800,-256439,-254449,-255915,-260907,-269528,-281891,-297966,-318105,-342485,-371360,-405054,-442405,-478617,-501544,-510272,-513564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2345,-363594,-348556,-334559,-321652,-309767,-298894,-289145,-280162,-272113,-264996,-258741,-253401,-248952,-245382,-242675,-240850,-239891,-239821,-240612,-242306,-244884,-248366,-252687,-257987,-264247,-271439,-279620,-288784,-298948,-310207,-322597,-336166,-350967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2411 64 4 80,-2718,-512970,-506463,-496451,-477697,-449075,-415134,-380252,-348298,-320426,-296393,-276584,-260798,-249042,-241145,-237005,-236509,-239578,-246104,-255989,-269206,-285598,-304995,-327280,-352177,-378789,-407253,-436018,-464183,-488284,-504444,-513121,-516911,-519206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2265,-364659,-349857,-335921,-322988,-311013,-299983,-289935,-280743,-272444,-265042,-258589,-252954,-248208,-244339,-241338,-239219,-237967,-237627,-238161,-239607,-241955,-245205,-249387,-254490,-260555,-267582,-275495,-284464,-294402,-305403,-317471,-330600,-344826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2333 64 4 80,-2123,-452412,-428663,-403254,-378000,-353648,-330960,-310462,-292367,-276639,-263372,-252581,-244228,-238238,-234626,-233341,-234352,-237631,-243156,-250864,-260627,-272570,-286472,-302183,-319583,-338487,-358578,-379691,-401437,-423496,-445322,-466524,-485965,-500022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2266,-368673,-353264,-338682,-325117,-312548,-300938,-290338,-280628,-271838,-263991,-257105,-251093,-245979,-241768,-238466,-236060,-234584,-234015,-234364,-235633,-237839,-240991,-245086,-250128,-256145,-263164,-271059,-280060,-290067,-301083,-313195,-326328,-340584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2334 64 4 80,-1273,-323349,-311269,-300010,-289673,-280163,-271545,-263834,-257005,-251068,-246007,-241786,-238407,-235882,-234183,-233319,-233263,-234018,-235564,-237877,-240953,-244778,-249322,-254566,-260528,-267196,-274534,-282500,-291079,-300212,-309960,-320232,-330818,-341922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2269,-357432,-342371,-328321,-315304,-303234,-292186,-282069,-272874,-264613,-257343,-250926,-245430,-240830,-237141,-234365,-232508,-231548,-231513,-232401,-234222,-236971,-240686,-245345,-250959,-257551,-265084,-273666,-283286,-293902,-305613,-318406,-332274,-347248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2335 64 4 80,1149,-327513,-316444,-305793,-295787,-286493,-277833,-269871,-262645,-256153,-250397,-245406,-241153,-237648,-234915,-232966,-231800,-231423,-231842,-233077,-235127,-237992,-241670,-246164,-251460,-257563,-264501,-272236,-280791,-290121,-300178,-311021,-322534,-334734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2346,-370106,-353969,-338799,-324739,-311815,-299871,-289138,-279219,-270287,-262330,-255331,-249303,-244208,-240056,-236849,-234590,-233284,-232909,-233488,-235014,-237504,-240978,-245372,-250797,-257247,-264738,-273258,-282862,-293536,-305351,-318401,-332637,-348151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2414 64 4 80,2000,-488596,-472308,-451291,-429176,-406180,-382897,-360377,-339012,-319110,-300937,-284779,-270574,-258625,-248788,-241221,-235914,-232881,-232138,-233658,-237463,-243561,-251907,-262560,-275501,-290644,-307877,-327179,-348266,-370417,-394048,-417721,-441306,-463193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2341,-366858,-351772,-337628,-324608,-312645,-301647,-291665,-282666,-274485,-267199,-260810,-255290,-250666,-246903,-243999,-241963,-240788,-240478,-241039,-242470,-244780,-247965,-252047,-256980,-262902,-269765,-277589,-286404,-296164,-307041,-319033,-332164,-346551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2409 64 4 80,2593,-519003,-517308,-514245,-506903,-494169,-472248,-444750,-414275,-383983,-355082,-328838,-305630,-285749,-269186,-256095,-246506,-240419,-237865,-238894,-243559,-251894,-263974,-279800,-299385,-322336,-349038,-378522,-410122,-441401,-469332,-491295,-504324,-513391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,949,-250286,-248303,-246428,-244687,-243044,-241533,-240155,-238893,-237764,-236762,-235903,-235176,-234594,-234147,-233853,-233695,-233690,-233828,-234121,-234564,-235167,-235929,-236848,-237943,-239214,-240640,-242250,-244038,-246002,-248161,-250493,-253016,-255742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 1011 64 4 80,2623,-518291,-516766,-512978,-504028,-489566,-465133,-434875,-402937,-371565,-342569,-316576,-293904,-274677,-258965,-246873,-238425,-233672,-232641,-235330,-241779,-252028,-266088,-283933,-305514,-330907,-359742,-391673,-425296,-457511,-484106,-500420,-509855,-515224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,953,-256403,-254193,-252132,-250199,-248403,-246753,-245256,-243896,-242690,-241631,-240727,-239993,-239401,-238980,-238718,-238620,-238694,-238936,-239340,-239920,-240693,-241636,-242756,-244067,-245566,-247253,-249136,-251217,-253495,-255983,-258684,-261595,-264731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 1013 64 4 80,2032,-506066,-497154,-481893,-462256,-439996,-415587,-390892,-366839,-344303,-323434,-304586,-287941,-273450,-261275,-251415,-243879,-238689,-235862,-235424,-237403,-241768,-248620,-257890,-269626,-283736,-300141,-318880,-339684,-362281,-386439,-411556,-436351,-459998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,728,-241272,-240031,-238866,-237771,-236764,-235840,-234994,-234237,-233555,-232966,-232464,-232051,-231723,-231492,-231352,-231313,-231369,-231520,-231768,-232127,-232593,-233158,-233835,-234622,-235521,-236534,-237650,-238909,-240280,-241771,-243385,-245130,-247005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 788 64 4 80,1211,-337500,-324893,-313065,-301834,-291417,-281778,-272930,-264925,-257743,-251428,-245955,-241330,-237564,-234668,-232655,-231537,-231309,-231995,-233569,-236073,-239502,-243847,-249109,-255284,-262386,-270414,-279339,-289159,-299835,-311407,-323812,-337027,-350936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,721,-246069,-244883,-243784,-242755,-241802,-240934,-240152,-239448,-238823,-238280,-237833,-237468,-237196,-237010,-236915,-236922,-237020,-237220,-237517,-237917,-238422,-239030,-239741,-240569,-241502,-242554,-243717,-244987,-246366,-247894,-249530,-251288,-253176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 779 64 4 80,-1198,-303431,-293336,-284059,-275589,-267920,-261051,-254995,-249744,-245277,-241594,-238677,-236522,-235142,-234487,-234566,-235370,-236888,-239104,-242004,-245569,-249787,-254644,-260168,-266332,-273090,-280471,-288434,-296935,-305925,-315520,-325527,-335967,-346776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,738,-247719,-246515,-245399,-244352,-243389,-242505,-241691,-240962,-240325,-239765,-239288,-238901,-238605,-238397,-238283,-238261,-238336,-238508,-238779,-239159,-239630,-240208,-240903,-241703,-242600,-243620,-244752,-246002,-247371,-248861,-250465,-252205,-254066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 797 64 4 80,-2088,-480705,-461758,-438968,-413911,-388520,-363927,-341058,-320160,-301504,-285288,-271385,-260026,-250988,-244337,-240021,-237990,-238226,-240690,-245303,-252064,-260960,-271916,-284942,-299862,-316728,-335327,-355519,-376699,-399181,-421819,-444059,-465281,-484026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,941,-262979,-260936,-259027,-257259,-255628,-254123,-252757,-251510,-250393,-249438,-248597,-247894,-247338,-246925,-246659,-246536,-246559,-246740,-247082,-247568,-248219,-249030,-249999,-251145,-252452,-253943,-255592,-257435,-259462,-261687,-264098,-266686,-269483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 1002 64 4 80,-2682,-509447,-501635,-488598,-464282,-431402,-396496,-363566,-334232,-308887,-287621,-270278,-256873,-247369,-241628,-239588,-241191,-246387,-255067,-267185,-282614,-301201,-322869,-347366,-374374,-403467,-433226,-462089,-486802,-503076,-512592,-517080,-519369,-519233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2052,-315423,-306223,-297828,-290106,-283046,-276672,-270947,-265902,-261478,-257699,-254558,-252055,-250158,-248871,-248207,-248133,-248671,-249797,-251504,-253828,-256764,-260298,-264447,-269180,-274543,-280529,-287155,-294381,-302287,-310857,-320117,-330071,-340736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -1993 64 4 80,-2706,-506901,-495502,-471950,-437251,-400440,-366484,-336335,-310311,-288424,-270437,-256308,-245974,-239323,-236261,-236731,-240669,-247998,-258714,-272736,-290118,-310691,-334141,-360745,-389880,-420545,-451123,-477992,-497487,-509586,-514744,-517567,-518005,-519556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2132,-306228,-296411,-287438,-279210,-271735,-265013,-259090,-253822,-249283,-245433,-242275,-239799,-238016,-236905,-236467,-236708,-237624,-239201,-241439,-244359,-247917,-252141,-256984,-262539,-268779,-275687,-283272,-291542,-300476,-310200,-320612,-331758,-343696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2075 64 4 80,-2121,-462506,-437709,-410859,-384288,-359067,-335982,-315156,-296669,-280637,-266962,-255660,-246730,-240113,-235788,-233766,-234006,-236494,-241217,-248133,-257112,-268312,-281577,-296792,-313985,-332977,-353720,-375818,-399101,-422995,-446390,-468862,-487411,-500840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2132,-304348,-294133,-284797,-276236,-268469,-261457,-255272,-249766,-244989,-240914,-237552,-234897,-232936,-231665,-231072,-231175,-231959,-233404,-235529,-238329,-241797,-245939,-250678,-256133,-262270,-269088,-276588,-284783,-293639,-303216,-313516,-324524,-336288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2075 64 4 80,-1275,-347859,-334037,-321066,-308977,-297751,-287481,-278041,-269497,-261841,-255046,-249120,-244034,-239786,-236360,-233769,-232010,-231037,-230870,-231496,-232879,-235035,-237931,-241559,-245912,-250973,-256749,-263226,-270413,-278235,-286732,-295804,-305423,-315725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2131,-300797,-290815,-281624,-273251,-265648,-258884,-252794,-247449,-242826,-238911,-235701,-233199,-231387,-230259,-229819,-230052,-230962,-232547,-234805,-237721,-241326,-245537,-250444,-256023,-262282,-269228,-276849,-285159,-294145,-303847,-314286,-325424,-337350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2074 64 4 80,1144,-343045,-330750,-319182,-308102,-297712,-288092,-279114,-270846,-263316,-256519,-250455,-245143,-240563,-236725,-233652,-231340,-229806,-229041,-229067,-229891,-231516,-233954,-237190,-241248,-246116,-251788,-258268,-265605,-273753,-282720,-292511,-303084,-314489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2037,-298351,-289427,-281205,-273713,-266919,-260801,-255356,-250595,-246481,-243008,-240143,-237911,-236299,-235310,-234926,-235148,-235972,-237396,-239434,-242054,-245277,-249083,-253515,-258553,-264213,-270488,-277387,-284890,-293029,-301807,-311210,-321360,-332233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -1980 64 4 80,1994,-505753,-496662,-481591,-461530,-437694,-412520,-387105,-363029,-340630,-320002,-301392,-284900,-270497,-258229,-248276,-240457,-234880,-231548,-230457,-231599,-234972,-240588,-248448,-258515,-270861,-285444,-302146,-321066,-342008,-364725,-388807,-414041,-438945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2050,-311339,-302358,-294055,-286518,-279629,-273430,-267889,-263006,-258765,-255140,-252173,-249796,-248040,-246888,-246317,-246354,-246975,-248191,-250000,-252401,-255406,-259005,-263200,-268012,-273427,-279480,-286169,-293456,-301413,-310065,-319414,-329493,-340310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -1992 64 4 80,2585,-520410,-519957,-518683,-516441,-513205,-505234,-490579,-464613,-432243,-398193,-366377,-337516,-312200,-290464,-272196,-257424,-246136,-238307,-233942,-233054,-235681,-241854,-251603,-264975,-281983,-302662,-326677,-354586,-385776,-419406,-452691,-481219,-499068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2258,-357497,-344375,-332126,-320727,-310166,-300448,-291606,-283509,-276206,-269690,-263948,-259003,-254864,-251479,-248880,-247060,-246019,-245781,-246338,-247706,-249892,-252900,-256727,-261423,-267006,-273445,-280786,-289077,-298172,-308420,-319743,-332177,-345863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2325 64 4 80,-2751,-509914,-501645,-485524,-458397,-425060,-390457,-358323,-329808,-305209,-284554,-267745,-254775,-245648,-240241,-238467,-240299,-245598,-254429,-266663,-282178,-300750,-322297,-346489,-372795,-400779,-429032,-456332,-481285,-499881,-510529,-515626,-519147,-519179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2258,-359100,-345620,-332881,-320897,-309725,-299376,-289885,-281158,-273236,-266148,-259847,-254378,-249793,-245977,-242987,-240825,-239499,-239031,-239410,-240639,-242756,-245739,-249618,-254397,-260131,-266789,-274426,-283074,-292624,-303352,-315295,-328403,-342912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2326 64 4 80,-2147,-455244,-431576,-406947,-382077,-358339,-336129,-315834,-297659,-281768,-268315,-257115,-248323,-241903,-237799,-235973,-236383,-239026,-243837,-250815,-259949,-271199,-284481,-299664,-316747,-335484,-355388,-376582,-398550,-420628,-442325,-462988,-481758,-496598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2264,-358453,-344593,-331423,-319075,-307520,-296788,-286927,-277838,-269597,-262173,-255680,-249963,-245098,-241075,-237915,-235613,-234181,-233627,-233947,-235160,-237264,-240289,-244234,-249115,-254922,-261744,-269479,-278336,-288255,-299235,-311485,-324998,-339905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2333 64 4 80,-1282,-338833,-326372,-314481,-303363,-293076,-283620,-274969,-267144,-260155,-254010,-248711,-244210,-240509,-237599,-235486,-234166,-233618,-233852,-234862,-236614,-239121,-242354,-246296,-250941,-256279,-262334,-269059,-276463,-284510,-293135,-302385,-312220,-322564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2210,-350978,-337767,-325319,-313650,-302755,-292690,-283411,-274913,-267312,-260411,-254341,-249096,-244641,-241001,-238193,-236193,-235030,-234700,-235202,-236542,-238737,-241789,-245710,-250508,-256142,-262777,-270356,-278913,-288484,-299059,-310794,-323754,-338047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2278 64 4 80,1175,-321085,-310638,-300775,-291564,-282949,-274958,-267641,-261002,-255070,-249860,-245386,-241701,-238735,-236546,-235143,-234530,-234698,-235667,-237432,-240020,-243444,-247685,-252772,-258725,-265557,-273248,-281842,-291131,-301314,-312327,-324063,-336473,-349591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
