cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101
RECAL 3 0 9999 9999 64 4 80,2458,-324451,-314187,-304365,-295037,-286262,-278011,-270315,-263226,-256744,-250894,-245711,-241087,-237096,-233752,-231069,-229029,-227657,-226954,-226910,-227537,-228816,-230764,-233401,-236714,-240723,-245417,-250750,-256830,-263642,-271167,-279420,-288400,-298079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2528 64 4 80,1336,-307885,-298816,-290384,-282252,-274637,-267540,-260959,-254930,-249465,-244557,-240212,-236422,-233242,-230675,-228734,-227408,-226715,-226667,-227257,-228501,-230391,-232953,-236178,-240092,-244684,-249939,-255862,-262406,-269626,-277472,-285978,-295061,-304783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2363,-312746,-303520,-294897,-286752,-279072,-271902,-265294,-259221,-253705,-248767,-244411,-240611,-237382,-234742,-232668,-231174,-230258,-229939,-230194,-231038,-232492,-234553,-237227,-240509,-244420,-248939,-254125,-259970,-266497,-273672,-281514,-290047,-299197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2431 64 4 80,2260,-467487,-447332,-425531,-403430,-381627,-360840,-341359,-323121,-306342,-291095,-277361,-265412,-254866,-246033,-238884,-233466,-229797,-227876,-227721,-229324,-232658,-237742,-244564,-253084,-263327,-275238,-288725,-303498,-319871,-337574,-356364,-376175,-396778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2355,-326303,-317166,-308545,-300432,-292951,-285902,-279332,-273287,-267766,-262781,-258347,-254472,-251173,-248406,-246198,-244549,-243448,-242900,-242926,-243517,-244668,-246403,-248714,-251619,-255112,-259215,-263930,-269229,-275208,-281812,-289108,-296985,-305577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2425 64 4 80,2909,-516399,-515038,-511849,-504296,-491481,-470938,-442976,-413706,-384840,-358342,-333847,-311871,-292559,-275928,-262011,-250929,-242694,-237300,-234788,-235096,-238251,-244214,-253006,-264580,-278880,-295487,-314760,-336337,-359928,-385286,-412076,-438967,-464709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-637,-239013,-238713,-238442,-238221,-238012,-237840,-237696,-237571,-237478,-237407,-237351,-237333,-237333,-237346,-237392,-237468,-237542,-237648,-237780,-237932,-238087,-238274,-238474,-238687,-238923,-239180,-239447,-239730,-240030,-240349,-240677,-241026,-241378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -591 64 4 80,2944,-517641,-514606,-510522,-502128,-485888,-459896,-429458,-399096,-370353,-344521,-321169,-300399,-282341,-266912,-254191,-244266,-237195,-232829,-231305,-232590,-236679,-243586,-253210,-265593,-280592,-298219,-318278,-340621,-364992,-391165,-418746,-446489,-472838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-553,-255016,-254739,-254500,-254288,-254116,-253960,-253835,-253734,-253632,-253568,-253525,-253504,-253498,-253516,-253553,-253596,-253662,-253748,-253843,-253967,-254096,-254244,-254394,-254573,-254770,-254980,-255182,-255413,-255637,-255892,-256146,-256419,-256701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -506 64 4 80,2303,-491283,-474791,-453463,-431318,-408984,-387434,-367288,-348618,-331382,-315894,-301945,-289681,-278997,-269985,-262660,-257049,-253203,-251136,-250758,-252154,-255307,-260221,-266910,-275298,-285402,-297221,-310747,-325859,-342516,-360499,-379846,-400381,-421617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,510,-249409,-249091,-248791,-248521,-248289,-248079,-247901,-247724,-247583,-247449,-247357,-247281,-247230,-247202,-247193,-247217,-247273,-247349,-247451,-247584,-247748,-247932,-248162,-248400,-248684,-248993,-249333,-249699,-250104,-250547,-251019,-251522,-252066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 564 64 4 80,1409,-334061,-324177,-314834,-306006,-297724,-290094,-282983,-276493,-270619,-265395,-260792,-256836,-253523,-250871,-248872,-247544,-246899,-246917,-247616,-249007,-251106,-253909,-257413,-261646,-266587,-272280,-278714,-285858,-293678,-302217,-311479,-321372,-331822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-504,-246822,-246591,-246400,-246229,-246097,-245967,-245868,-245793,-245731,-245706,-245684,-245679,-245699,-245725,-245762,-245826,-245898,-245984,-246090,-246215,-246334,-246471,-246639,-246802,-246978,-247167,-247366,-247579,-247800,-248033,-248263,-248510,-248769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -461 64 4 80,-1276,-295203,-288512,-282255,-276486,-271190,-266404,-262057,-258224,-254908,-252075,-249716,-247833,-246420,-245461,-244977,-244952,-245377,-246261,-247599,-249376,-251594,-254251,-257349,-260875,-264866,-269278,-274102,-279347,-284974,-290998,-297356,-304108,-311134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,537,-239048,-238680,-238341,-238041,-237755,-237502,-237264,-237051,-236875,-236710,-236578,-236465,-236385,-236327,-236296,-236290,-236312,-236368,-236447,-236549,-236694,-236859,-237061,-237291,-237553,-237850,-238185,-238550,-238938,-239374,-239844,-240347,-240891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 596 64 4 80,-2284,-371745,-353066,-335344,-318878,-303803,-290104,-277741,-266763,-257237,-249236,-242728,-237727,-234325,-232409,-232056,-233276,-236049,-240412,-246320,-253792,-262935,-273665,-285955,-299660,-314905,-331529,-349551,-368632,-388515,-409747,-431147,-451973,-471582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,552,-244193,-243847,-243526,-243231,-242969,-242729,-242504,-242309,-242122,-241959,-241827,-241728,-241632,-241583,-241547,-241537,-241547,-241596,-241669,-241766,-241890,-242056,-242223,-242443,-242690,-242962,-243272,-243607,-243976,-244382,-244827,-245297,-245811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 611 64 4 80,-2955,-436296,-408508,-381958,-357622,-334926,-314251,-295613,-279192,-265008,-253198,-243843,-237021,-232760,-231045,-231889,-235319,-241397,-250071,-261440,-275330,-292047,-311487,-333663,-358521,-385926,-415443,-445624,-473486,-494890,-506748,-513755,-515484,-517939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2468,-293109,-286371,-280075,-274289,-269049,-264343,-260137,-256501,-253402,-250823,-248824,-247317,-246338,-245892,-245963,-246606,-247781,-249421,-251654,-254346,-257581,-261339,-265623,-270420,-275745,-281573,-287865,-294705,-302131,-310091,-318605,-327694,-337329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2415 64 4 80,-2959,-438069,-410237,-383054,-357539,-334448,-313306,-294506,-278083,-264088,-252583,-243695,-237371,-233714,-232722,-234376,-238695,-245692,-255338,-267696,-282693,-300045,-320152,-342767,-367642,-394801,-423572,-452590,-478834,-499023,-509199,-514467,-517877,-518725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2466,-291899,-285099,-278807,-273022,-267828,-263130,-258988,-255378,-252330,-249850,-247875,-246415,-245503,-245136,-245284,-245988,-247222,-248976,-251238,-254055,-257366,-261207,-265567,-270431,-275843,-281661,-288101,-295023,-302504,-310494,-319042,-328145,-337802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2413 64 4 80,-2292,-382207,-363169,-345398,-328879,-313691,-299895,-287666,-276793,-267340,-259313,-252760,-247680,-244112,-242027,-241473,-242434,-244922,-248939,-254494,-261591,-270202,-280306,-292008,-305163,-319753,-335754,-353156,-371647,-391457,-412151,-433082,-454123,-474244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2569,-289559,-282198,-275451,-269357,-263755,-258728,-254276,-250402,-247116,-244409,-242292,-240762,-239797,-239412,-239608,-240358,-241697,-243590,-246059,-249053,-252641,-256788,-261521,-266819,-272673,-279097,-286101,-293681,-301875,-310701,-320150,-330190,-340895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2516 64 4 80,-1292,-285747,-279275,-273282,-267770,-262794,-258228,-254135,-250518,-247375,-244716,-242541,-240824,-239599,-238838,-238537,-238689,-239291,-240350,-241862,-243810,-246161,-248970,-252199,-255857,-259932,-264414,-269303,-274574,-280284,-286388,-292819,-299618,-306803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2480,-283657,-276979,-270844,-265256,-260173,-255578,-251523,-247998,-245011,-242555,-240631,-239249,-238394,-238083,-238291,-239033,-240310,-242108,-244449,-247301,-250674,-254535,-258893,-263780,-269203,-275126,-281540,-288485,-295890,-303775,-312306,-321307,-330879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2428 64 4 80,1389,-322053,-312669,-303781,-295412,-287609,-280367,-273572,-267340,-261658,-256553,-252047,-248142,-244840,-242153,-240100,-238680,-237880,-237723,-238197,-239331,-241130,-243529,-246619,-250371,-254784,-259858,-265617,-272003,-279054,-286770,-295125,-304164,-313824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2575,-291764,-284638,-278095,-272146,-266852,-262039,-257787,-254111,-250993,-248450,-246462,-245031,-244175,-243870,-244129,-244937,-246292,-248199,-250654,-253663,-257167,-261284,-265946,-271141,-276880,-283194,-290029,-297393,-305383,-314018,-323230,-333047,-343491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2523 64 4 80,2296,-483362,-463423,-440878,-417792,-395402,-374186,-354570,-336472,-319880,-304786,-291291,-279431,-269070,-260294,-253114,-247582,-243685,-241431,-240854,-241938,-244689,-249111,-255178,-262907,-272241,-283160,-295603,-309708,-325269,-342281,-360664,-380405,-401600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2396,-349040,-338950,-329438,-320430,-311934,-303928,-296463,-289581,-283211,-277450,-272180,-267518,-263432,-259944,-257077,-254817,-253184,-252168,-251792,-252060,-252976,-254556,-256819,-259739,-263351,-267593,-272543,-278198,-284561,-291594,-299327,-307824,-317036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2468 64 4 80,-2999,-471396,-447251,-421128,-394520,-368889,-345100,-323235,-303592,-286600,-272211,-260635,-251909,-246075,-243129,-243082,-245917,-251674,-260324,-271875,-286276,-303378,-323241,-345671,-370047,-396667,-424401,-452261,-477867,-496643,-508384,-514021,-516882,-518593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2405,-346288,-336000,-326224,-316911,-308136,-299856,-292188,-285144,-278547,-272553,-267172,-262387,-258221,-254687,-251794,-249531,-247894,-246927,-246629,-247006,-248070,-249816,-252253,-255343,-259158,-263688,-268936,-274892,-281557,-288956,-297030,-305872,-315369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2477 64 4 80,-2350,-407332,-387022,-367394,-348922,-331423,-315277,-300581,-287517,-275997,-266200,-258090,-251751,-247236,-244395,-243318,-244024,-246485,-250726,-256711,-264456,-273914,-284952,-297604,-311893,-327677,-344966,-363567,-383419,-404088,-425573,-446829,-467119,-484831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2314,-330516,-320944,-311876,-303285,-295185,-287641,-280511,-273896,-267843,-262354,-257431,-253110,-249381,-246249,-243748,-241823,-240501,-239807,-239731,-240282,-241467,-243289,-245727,-248767,-252450,-256789,-261756,-267366,-273627,-280553,-288070,-296257,-305175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2385 64 4 80,-1406,-300696,-292319,-284524,-277317,-270705,-264719,-259351,-254611,-250512,-247057,-244207,-241960,-240312,-239264,-238803,-238940,-239652,-240957,-242840,-245288,-248310,-251864,-255993,-260682,-265938,-271758,-278118,-285003,-292372,-300220,-308564,-317389,-326476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2304,-323481,-313949,-304888,-296279,-288213,-280611,-273528,-266974,-260949,-255389,-250435,-246043,-242243,-239010,-236383,-234363,-232956,-232144,-231947,-232365,-233418,-235082,-237387,-240328,-243917,-248072,-252872,-258305,-264410,-271144,-278524,-286564,-295161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2375 64 4 80,1284,-312526,-303667,-295249,-287332,-279850,-272862,-266401,-260423,-255048,-250211,-245918,-242168,-238962,-236316,-234233,-232744,-231816,-231471,-231712,-232547,-233996,-236042,-238706,-241973,-245911,-250476,-255665,-261505,-267983,-275082,-282787,-290970,-299849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2384,-338224,-328000,-318333,-309180,-300556,-292601,-285176,-278295,-271961,-266242,-261073,-256510,-252606,-249242,-246505,-244387,-242895,-242032,-241802,-242224,-243287,-245019,-247425,-250498,-254251,-258687,-263839,-269669,-276110,-283319,-291208,-299817,-309166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2455 64 4 80,2222,-478471,-459848,-439643,-418396,-397122,-376864,-357364,-339063,-322093,-306524,-292472,-279943,-269007,-259624,-251925,-245933,-241681,-239170,-238413,-239421,-242194,-246648,-252903,-260925,-270671,-282111,-295130,-309759,-325883,-343264,-361802,-381444,-401922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2387,-336344,-326307,-316827,-307870,-299523,-291803,-284580,-277908,-271761,-266219,-261209,-256810,-253005,-249762,-247110,-245057,-243595,-242773,-242535,-242935,-243961,-245624,-247939,-250900,-254515,-258803,-263741,-269346,-275555,-282491,-290113,-298399,-307408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2458 64 4 80,2873,-515870,-512035,-509925,-501227,-486399,-462997,-435386,-406650,-378786,-353022,-329357,-308039,-289397,-273417,-260217,-249871,-242367,-237724,-235959,-237036,-241009,-247830,-257463,-269880,-284989,-302590,-322588,-344610,-368510,-394193,-420969,-447717,-472437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,168,-255539,-255467,-255392,-255335,-255289,-255251,-255200,-255170,-255148,-255118,-255082,-255074,-255050,-255048,-255031,-255030,-255021,-255018,-255020,-255025,-255048,-255059,-255076,-255106,-255141,-255170,-255219,-255269,-255320,-255371,-255440,-255517,-255599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 234 64 4 80,2835,-516421,-514847,-510775,-502021,-486409,-462680,-435214,-407031,-380208,-355663,-333477,-313776,-296879,-282407,-270515,-261317,-254817,-251030,-249945,-251587,-255937,-263038,-272818,-285183,-300058,-317384,-337020,-358786,-382222,-407757,-434171,-459671,-482601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
