cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 0 9999 64 4 80,2170,-128180,-115526,-103856,-92851,-82696,-73323,-64785,-57068,-50194,-44101,-38845,-34392,-30765,-27960,-26016,-24902,-24664,-25287,-26774,-29147,-32423,-36593,-41657,-47626,-54544,-999999,-71131,-80820,-91442,-103033,-115630,-129207,-143846
RECAL 3 1 2233 64 4 80,1122,-120257,-108888,-98116,-88013,-78552,-69777,-61709,-54427,-47981,-42230,-37258,-33087,-29726,-27193,-25488,-24630,-24631,-25476,-27185,-29756,-33211,-37532,-42743,-48866,-55775,-63689,-72505,-82219,-92831,-104315,-116685,-129919,-144105
RECAL 3 0 9999 64 4 80,2168,-138087,-125180,-113305,-102066,-91685,-82107,-73326,-65354,-58180,-51813,-46250,-41458,-37473,-34288,-31928,-30384,-29679,-29816,-30790,-32628,-35327,-38906,-43359,-48715,-54961,-62096,-70164,-79117,-89027,-99850,-111676,-124517,-138392
RECAL 3 1 2233 64 4 80,1959,-262770,-255481,-242393,-225125,-204471,-183463,-160429,-138176,-117346,-98487,-81778,-67229,-54987,-45079,-37548,-32368,-29607,-29268,-31381,-35922,-42897,-52323,-64196,-78318,-94921,-113856,-135043,-158277,-182574,-204722,-226547,-244336,-256976
RECAL 3 0 9999 64 4 80,2126,-125006,-113585,-102993,-93158,-84130,-75816,-68243,-61375,-55254,-49856,-45158,-41204,-37985,-35526,-33789,-32818,-32615,-33163,-34493,-36608,-39490,-43171,-47670,-53006,-59167,-66173,-74058,-82819,-92463,-102872,-114363,-126819,-140289
RECAL 3 1 2189 64 4 80,2542,-271459,-271036,-269852,-268869,-264113,-254616,-236401,-211493,-184227,-154755,-126734,-101902,-80564,-62827,-999999,-38819,-32517,-29995,-31282,-36356,-45212,-57668,-74052,-94130,-117873,-145229,-175907,-204795,-232828,-253346,-263764,-268010,-270157
RECAL 3 0 9999 64 4 80,-397,-32195,-32124,-32059,-32016,-31995,-31988,-31997,-32020,-32055,-32105,-32171,-32244,-32325,-32430,-32541,-32662,-32793,-32939,-33093,-33251,-33414,-33595,-33786,-33983,-999999,-34385,-34608,-34831,-35054,-35288,-35529,-35774,-36027
RECAL 3 1 -377 64 4 80,2574,-270922,-270793,-269370,-267102,-260018,-244423,-999999,-191661,-162666,-133775,-108212,-86159,-67729,-53264,-42344,-35248,-31966,-32491,-36841,-44971,-56909,-72755,-92365,-115702,-142840,-173397,-202588,-231129,-252608,-263683,-267655,-269589,-270410
RECAL 3 0 9999 64 4 80,299,-27310,-27259,-27206,-27169,-27146,-27129,-27119,-27133,-27153,-27189,-27243,-27297,-27374,-27462,-27579,-27712,-27845,-28009,-28184,-28378,-28599,-28845,-29101,-29385,-29689,-30024,-30373,-30745,-31155,-31577,-32027,-32504,-33018
RECAL 3 1 322 64 4 80,1995,-266569,-261357,-251529,-235947,-216000,-193594,-171228,-147049,-124646,-104260,-86085,-70160,-56615,-45546,-36994,-30826,-27165,-26016,-27379,-31274,-37685,-46613,-57988,-71784,-87954,-106394,-127134,-149978,-174747,-197502,-220286,-240218,-254822
RECAL 3 0 9999 64 4 80,294,-27261,-27164,-27079,-26994,-26934,-26875,-26830,-26804,-26784,-26784,-26794,-26820,-26867,-26929,-26998,-27089,-27205,-27329,-27488,-27652,-27840,-28045,-28279,-28535,-28813,-29117,-29444,-29788,-30173,-30575,-31010,-31466,-31957
RECAL 3 1 329 64 4 80,1183,-144483,-131368,-118957,-107152,-96073,-85764,-76143,-67325,-59335,-52269,-45961,-40520,-35970,-999999,-29537,-27694,-26768,-26792,-27763,-29698,-32616,-36489,-41351,-47185,-54005,-61703,-70522,-80318,-91074,-102773,-115449,-129073,-143649
RECAL 3 0 9999 64 4 80,-640,-26886,-26248,-25663,-25143,-24689,-24287,-23967,-23691,-23485,-23325,-23221,-23166,-23172,-23229,-23338,-23489,-23696,-23944,-24238,-24571,-999999,-25381,-25845,-26353,-26910,-27489,-28115,-28781,-29479,-30218,-30995,-31798,-32640
RECAL 3 1 -594 64 4 80,-1173,-107052,-96097,-85925,-76422,-67677,-59720,-52654,-46261,-40634,-35785,-31711,-28388,-25838,-24047,-23002,-22705,-23141,-24301,-26181,-28762,-32054,-36027,-40628,-45976,-51990,-58685,-66026,-999999,-82704,-91986,-101873,-112344,-123398
RECAL 3 0 9999 64 4 80,-636,-32895,-32382,-31925,-31537,-31198,-30928,-30706,-30541,-30433,-30368,-30365,-30404,-30494,-30635,-30832,-31063,-31329,-31650,-32018,-999999,-32851,-33319,-33843,-34403,-34992,-35630,-36294,-37005,-37739,-38502,-39298,-40133,-40978
RECAL 3 1 -597 64 4 80,-2048,-240286,-223599,-203994,-184015,-162066,-140276,-119815,-101123,-84351,-69671,-57175,-46964,-39040,-33411,-30082,-29049,-30301,-33783,-39603,-47713,-58156,-70898,-85969,-103296,-122937,-144834,-168734,-191623,-214846,-235747,-251869,-261740,-266719
RECAL 3 0 9999 64 4 80,-481,-33076,-32782,-32529,-32306,-32113,-31949,-31798,-31696,-31600,-31537,-31515,-31487,-31503,-31537,-31588,-31657,-31754,-31871,-32000,-32155,-32327,-32516,-32720,-32928,-33161,-33392,-33669,-33947,-34246,-34547,-34864,-35192,-35530
RECAL 3 1 -437 64 4 80,-2641,-268064,-263623,-253143,-235420,-212347,-187285,-160119,-132803,-107862,-85802,-66947,-51590,-39883,-31986,-27912,-27711,-31373,-38914,-50371,-65736,-85045,-107782,-134732,-165421,-195909,-225799,-249593,-263018,-267996,-269595,-270870,-271033,-271062
RECAL 3 0 9999 64 4 80,-2296,-108583,-97685,-87738,-78598,-70293,-62809,-56173,-50375,-45330,-41088,-37629,-34958,-33071,-31970,-31669,-32159,-33433,-35520,-38401,-42086,-46571,-51848,-57930,-64850,-72631,-81267,-90734,-101014,-112244,-124417,-137524,-151454,-166577
RECAL 3 1 -2240 64 4 80,-2677,-270555,-268801,-264823,-255662,-238605,-215244,-188702,-160998,-133295,-108340,-86566,-68170,-53368,-42270,-34996,-31406,-31617,-35666,-43544,-55351,-71073,-90778,-114419,-142177,-173897,-204577,-234642,-256546,-265947,-269294,-270251,-270774,-271199
RECAL 3 0 9999 64 4 80,-2327,-113729,-102338,-91900,-82363,-73673,-65857,-58992,-52866,-47595,-43154,-39576,-36824,-34889,-33796,-999999,-34125,-35534,-37771,-40840,-44744,-49514,-55132,-61511,-68853,-77028,-86045,-95879,-106662,-118351,-130921,-144509,-159136,-174890
RECAL 3 1 -2272 64 4 80,-2092,-250539,-235247,-216362,-195189,-174365,-151392,-129901,-110254,-92616,-77107,-63783,-52802,-44232,-37968,-34080,-32617,-33547,-36897,-42670,-50856,-61433,-74457,-89805,-107399,-127386,-149708,-174308,-197394,-221157,-242327,-257309,-265010,-268230
RECAL 3 0 9999 64 4 80,-2328,-112218,-100699,-90222,-80575,-71805,-63922,-56906,-50832,-45502,-41012,-37392,-34591,-32652,-31539,-31273,-31826,-33226,-35464,-38542,-42466,-47221,-52854,-59349,-66594,-74816,-83879,-93782,-104595,-116294,-128943,-142609,-157271,-173085
RECAL 3 1 -2273 64 4 80,-1246,-110256,-98941,-88494,-78824,-70044,-62070,-54997,-48802,-43512,-39019,-35380,-32589,-30639,-29543,-29286,-29857,-31271,-33504,-36558,-40398,-45033,-50477,-56685,-63659,-71269,-79701,-88890,-98720,-109298,-120582,-132557,-145251,-158568
RECAL 3 0 9999 64 4 80,-2236,-105096,-94674,-85146,-76407,-68472,-61314,-54962,-49389,-44526,-40450,-37131,-34560,-32777,-31753,-31492,-32004,-33269,-35307,-38128,-41709,-46069,-51201,-57094,-63740,-71133,-79313,-88261,-97961,-108536,-119936,-132189,-145444,-159340
RECAL 3 1 -2181 64 4 80,1105,-139062,-127296,-116148,-105568,-95565,-86220,-77509,-69503,-62195,-55661,-49881,-44831,-40648,-37161,-34461,-32565,-31476,-31208,-31765,-33140,-35370,-38412,-42285,-47013,-52572,-58995,-66266,-74398,-83246,-93021,-103685,-115152,-127507
RECAL 3 0 9999 64 4 80,-2237,-106798,-96611,-87347,-78830,-71118,-64171,-58008,-52592,-47903,-43961,-40766,-38305,-36608,-35652,-35447,-35998,-37276,-39317,-42112,-45665,-49961,-55019,-60811,-67377,-74680,-82715,-91519,-101091,-111509,-122756,-134845,-147897,-161700
RECAL 3 1 -2182 64 4 80,1951,-264250,-256505,-242865,-224305,-202523,-181268,-158011,-136094,-116122,-98375,-82622,-69033,-57691,-48662,-41928,-37516,-35416,-35655,-38240,-43155,-50442,-60001,-71914,-86077,-102411,-120804,-141685,-164697,-187899,-211039,-233136,-250599,-261320
RECAL 3 0 9999 64 4 80,-2282,-123455,-113272,-104046,-95646,-88128,-81339,-75292,-70025,-65484,-61684,-58639,-56355,-54772,-53946,-53873,-54532,-55930,-58054,-60923,-64574,-68974,-74116,-80071,-86772,-94215,-102470,-111548,-121335,-132078,-143763,-156251,-169825,-183541
RECAL 3 1 -2228 64 4 80,2526,-999999,-271288,-271478,-271133,-270276,-269092,-265931,-257034,-238337,-212232,-184007,-154399,-126992,-103184,-82991,-66453,-53674,-44684,-999999,-37979,-40160,-46008,-55460,-68517,-85122,-104894,-128510,-155747,-185353,-214347,-241289,-259186,-266594
RECAL 3 0 9999 64 4 80,2470,-110582,-100836,-91618,-82906,-74733,-67099,-60035,-53608,-47694,-42428,-37740,-33644,-30193,-27365,-25186,-23662,-22770,-22531,-22940,-23984,-25691,-28068,-31111,-34788,-39189,-44258,-50046,-56538,-63735,-71681,-80343,-89799,-100025
RECAL 3 1 2538 64 4 80,-2994,-238601,-218997,-196078,-172780,-147054,-122831,-100557,-80632,-63154,-48305,-36198,-26857,-20304,-16599,-15653,-17538,-22288,-29883,-40327,-53619,-69673,-88327,-109258,-132562,-157878,-183831,-207479,-229869,-247989,-259788,-266003,-269074,-270496
RECAL 3 0 9999 64 4 80,2468,-102326,-92360,-82877,-73924,-65489,-57633,-50367,-43740,-37649,-32198,-27342,-23116,-19532,-16605,-14338,-12732,-11796,-11504,-11889,-12914,-14628,-17032,-20118,-23845,-28314,-33478,-39359,-45971,-53279,-61337,-70170,-79747,-90166
RECAL 3 1 2536 64 4 80,-2331,-169417,-149313,-130108,-111952,-95029,-79449,-65259,-52739,-41602,-32057,-24125,-17816,-13177,-10210,-8921,-9291,-11332,-15000,-20326,-27297,-35912,-46116,-57951,-71156,-86043,-102304,-119913,-138778,-158582,-178988,-196843,-215124,-231682
RECAL 3 0 9999 64 4 80,2371,-90832,-81658,-73003,-64836,-57196,-50102,-43541,-37577,-32174,-27356,-23123,-19442,-16346,-13841,-11941,-10619,-9900,-9787,-10273,-11383,-13101,-15442,-18426,-22036,-26308,-31253,-36864,-43140,-50111,-57747,-66059,-75085,-84707
RECAL 3 1 2438 64 4 80,-1363,-68354,-60490,-53208,-46477,-40283,-34727,-29654,-25144,-21185,-17807,-14978,-12720,-10999,-9809,-9188,-9126,-9599,-10632,-12208,-14307,-16943,-20076,-23768,-27974,-32692,-37923,-43631,-49860,-56561,-63702,-71233,-79184,-87539
RECAL 3 0 9999 64 4 80,2461,-102845,-92908,-83456,-74498,-66079,-58251,-51000,-44343,-38328,-32967,-28170,-24020,-20485,-17629,-15419,-13859,-12976,-12749,-13187,-14291,-16060,-18523,-21653,-25458,-29963,-35103,-41000,-47598,-54933,-62991,-71777,-81318,-91555
RECAL 3 1 2528 64 4 80,1338,-89362,-80514,-72263,-64382,-57019,-50187,-43879,-38128,-32937,-28319,-24240,-20752,-17884,-15621,-13978,-12976,-12611,-12885,-13782,-15351,-17585,-20485,-24068,-28297,-33214,-38815,-45041,-51938,-59466,-67652,-76477,-85908,-95911
RECAL 3 0 9999 64 4 80,2364,-94818,-85854,-77254,-69171,-61586,-54582,-48068,-42129,-36760,-31950,-27721,-24076,-20966,-18465,-16523,-15153,-14375,-14179,-14576,-15569,-17159,-19359,-22173,-25591,-29640,-34305,-39651,-45663,-52319,-59664,-67658,-76345,-85715
RECAL 3 1 2431 64 4 80,2262,-232316,-215243,-196223,-177530,-156442,-136280,-117419,-99920,-83911,-69406,-56465,-45300,-35627,-27635,-21368,-16818,-14027,-13001,-13730,-16207,-20412,-26372,-34050,-43431,-54498,-67216,-81509,-96944,-113976,-132235,-151601,-171693,-190163
RECAL 3 0 9999 64 4 80,2358,-97580,-88901,-80643,-72985,-65766,-59065,-52871,-47199,-42111,-37517,-33475,-30012,-27106,-24733,-22942,-21685,-20976,-20844,-21297,-22306,-23884,-26054,-28810,-32152,-36095,-40634,-45804,-51587,-58049,-65168,-72936,-81395,-90521
RECAL 3 1 2425 64 4 80,2913,-269079,-267597,-264017,-256229,-241187,-219527,-194078,-168458,-142039,-117478,-95511,-76156,-59484,-45543,-34414,-26129,-20693,-18131,-18403,-21491,-27416,-36157,-47661,-61907,-78532,-97725,-119259,-142857,-168063,-191923,-215313,-236370,-252590
RECAL 3 0 9999 64 4 80,-643,-25132,-24774,-24473,-24208,-23949,-23743,-23550,-23381,-23244,-23129,-23046,-22982,-22941,-22925,-22947,-22978,-23027,-23099,-23181,-23301,-23425,-23587,-23755,-23947,-24145,-24364,-24604,-24857,-25138,-25429,-25741,-26055,-26389
RECAL 3 1 -590 64 4 80,2946,-270054,-268557,-266199,-259600,-245897,-224460,-198445,-172714,-145500,-120853,-98796,-79389,-62576,-48447,-37080,-28486,-22789,-19795,-19624,-22277,-27725,-35962,-46924,-60506,-76876,-95666,-116813,-140168,-165429,-189921,-213892,-235829,-252267
RECAL 3 0 9999 64 4 80,-557,-36259,-35952,-35687,-35444,-35249,-35066,-34907,-34781,-34667,-34579,-34509,-34460,-34444,-34442,-34455,-34485,-34535,-34603,-34690,-34790,-34892,-35029,-35173,-35335,-35512,-35694,-35893,-36100,-36339,-36559,-36809,-37064,-37338
RECAL 3 1 -506 64 4 80,2306,-246480,-231406,-213245,-193691,-175110,-154690,-135692,-118119,-102236,-87969,-75231,-64142,-54718,-46980,-40965,-36683,-34170,-33359,-34337,-37055,-41525,-47745,-55721,-65402,-76867,-89993,-104661,-120872,-138553,-157542,-177544,-195416,-213911
RECAL 3 0 9999 64 4 80,507,-31281,-30931,-30637,-30361,-30110,-29884,-29680,-29501,-29342,-29204,-29095,-29000,-28936,-28883,-28869,-28875,-28900,-28967,-29043,-29160,-29296,-29469,-29659,-29896,-30150,-30441,-30767,-31111,-31489,-31913,-32354,-32843,-33350
RECAL 3 1 564 64 4 80,1410,-113270,-103561,-94355,-85699,-77574,-70030,-63067,-56711,-51024,-45948,-41515,-37718,-34576,-32093,-30251,-29098,-28613,-28803,-29678,-31257,-33524,-36520,-40192,-44572,-49727,-55618,-62217,-69558,-77599,-86328,-95699,-105790,-116357
RECAL 3 0 9999 64 4 80,-509,-31180,-30924,-30706,-30510,-30337,-30194,-30077,-29969,-29902,-29837,-29791,-29774,-29760,-29779,-29796,-29844,-29896,-29975,-30058,-30161,-30276,-30401,-30540,-30692,-30865,-31030,-31219,-31416,-31619,-31837,-32066,-32308,-32549
RECAL 3 1 -462 64 4 80,-1276,-79366,-72641,-66375,-60580,-55301,-50508,-46172,-42348,-39031,-36209,-33833,-31952,-30540,-29571,-29094,-29066,-29494,-30377,-31714,-33487,-35717,-38384,-41462,-44972,-48977,-53372,-58214,-63443,-69079,-75092,-81500,-88247,-95212
RECAL 3 0 9999 64 4 80,537,-25785,-25396,-25061,-24768,-24484,-24234,-24013,-23800,-23625,-23464,-23324,-23232,-23153,-23093,-23066,-23068,-23082,-23139,-23221,-23333,-23471,-23639,-23854,-24085,-24335,-24630,-24966,-25330,-25726,-26163,-26646,-27152,-27681
RECAL 3 1 595 64 4 80,-2286,-169230,-150086,-131888,-114862,-99127,-84799,-71749,-60103,-49891,-41165,-33918,-28199,-24065,-21408,-20300,-20769,-22813,-26398,-31583,-38308,-46640,-56603,-68121,-81210,-95716,-111673,-129008,-147602,-166951,-186046,-204143,-222180,-238058
RECAL 3 0 9999 64 4 80,550,-27720,-27374,-27057,-26764,-26477,-26245,-25997,-25801,-25623,-25458,-25318,-25205,-25117,-25043,-25009,-24989,-24998,-25037,-25106,-25193,-25307,-25450,-25630,-25831,-26064,-26326,-26622,-26954,-27317,-27718,-28135,-28613,-29104
RECAL 3 1 610 64 4 80,-2958,-233680,-210708,-186974,-162907,-139228,-117118,-96983,-78996,-63159,-49632,-38492,-29822,-23723,-20142,-19137,-20685,-24838,-31635,-41062,-53179,-67770,-85296,-105460,-128318,-153869,-181347,-206635,-231269,-250609,-261723,-266601,-268851,-269881
RECAL 3 0 9999 64 4 80,-2472,-77916,-70644,-63903,-57630,-51889,-46675,-42001,-37868,-34255,-31190,-28651,-26684,-25211,-24271,-23877,-23992,-24646,-25843,-27566,-29785,-32542,-35794,-39577,-43858,-48692,-54010,-59868,-66162,-73063,-80477,-88424,-96848,-105904
RECAL 3 1 -2415 64 4 80,-2964,-241682,-221898,-198547,-174939,-149161,-125348,-104052,-84730,-67733,-53191,-41140,-31669,-24760,-20511,-18928,-19983,-23710,-30087,-39161,-50925,-65326,-82381,-101654,-123645,-148066,-174593,-199251,-223827,-244804,-258884,-265761,-268631,-269734
RECAL 3 0 9999 64 4 80,-2470,-82943,-75660,-68887,-62593,-56859,-51662,-46999,-42872,-39292,-36257,-33788,-31832,-30393,-29479,-29126,-29300,-30017,-31266,-33050,-35328,-38132,-41457,-45298,-49661,-54537,-59947,-65771,-72219,-79166,-86650,-94635,-103158,-112207
RECAL 3 1 -2413 64 4 80,-2294,-176936,-157476,-139156,-121991,-106180,-91774,-78780,-67224,-57098,-48384,-41134,-35348,-31048,-28248,-26975,-27192,-28932,-32226,-37048,-43390,-51285,-60645,-71598,-84082,-97966,-113261,-129939,-147906,-167029,-185772,-203525,-221609,-237988
RECAL 3 0 9999 64 4 80,-2572,-78201,-70399,-63206,-56609,-50696,-45238,-40384,-36099,-32390,-29259,-26718,-24755,-23391,-22594,-22362,-22713,-23624,-25099,-27149,-29772,-32917,-36663,-40967,-45843,-51287,-57282,-63840,-70993,-78774,-87150,-96079,-105655,-115837
RECAL 3 1 -2516 64 4 80,-1294,-72452,-65740,-59506,-53759,-48562,-43762,-39447,-35585,-32207,-29309,-26888,-24930,-23468,-22477,-21944,-21879,-22252,-23083,-24354,-26090,-28219,-30817,-33826,-37274,-41145,-45416,-50090,-55159,-60611,-66533,-72829,-79476,-86471
RECAL 3 0 9999 64 4 80,-2484,-77102,-69906,-63228,-57106,-51517,-46444,-41870,-37813,-34293,-31303,-28853,-26932,-25539,-24686,-24374,-24581,-25316,-26590,-28394,-30719,-33564,-36952,-40808,-45168,-50070,-55453,-61359,-67786,-74720,-82187,-90062,-98494,-107515
RECAL 3 1 -2428 64 4 80,1391,-103707,-94595,-85995,-77878,-70290,-63321,-56804,-50871,-45476,-40666,-36460,-32856,-29855,-27482,-25753,-24641,-24169,-24325,-25127,-26588,-28699,-31444,-34863,-38945,-43689,-49103,-55170,-61888,-69278,-77336,-86070,-95383,-105363
RECAL 3 0 9999 64 4 80,-2578,-83373,-75800,-68844,-62428,-56637,-51481,-46816,-42728,-39171,-36197,-33764,-31915,-30625,-29902,-29723,-30107,-31054,-32543,-34580,-37164,-40288,-43914,-48137,-52918,-58247,-64128,-70562,-77536,-85064,-93156,-101906,-111220,-121162
RECAL 3 1 -2523 64 4 80,2299,-241845,-225017,-205979,-186572,-166776,-146787,-128347,-111429,-96005,-82148,-69860,-59129,-49993,-42425,-36490,-32182,-29519,-28537,-29201,-31555,-35559,-41236,-48543,-57490,-68032,-80127,-93755,-108948,-125567,-143656,-162995,-182919,-201276
RECAL 3 0 9999 64 4 80,2398,-125370,-115565,-106285,-97491,-89296,-81531,-74320,-67671,-61559,-56073,-51119,-46749,-42971,-39807,-37269,-35326,-34002,-33315,-33278,-33875,-35148,-37074,-39681,-42950,-46901,-51492,-56807,-62813,-69549,-76960,-85100,-93944,-103524
RECAL 3 1 2468 64 4 80,-3001,-249549,-233312,-212458,-189356,-165621,-140991,-118183,-97414,-79129,-63422,-50484,-40362,-33134,-28784,-27336,-28763,-33118,-40361,-50514,-63524,-79356,-97848,-119067,-142550,-168019,-192343,-216633,-238258,-254043,-263382,-267703,-269560,-270619
RECAL 3 0 9999 64 4 80,2407,-123920,-113894,-104344,-95289,-86806,-78828,-71413,-64626,-58350,-52655,-47584,-43123,-39300,-36105,-33529,-31595,-30308,-29677,-29737,-30475,-31902,-34005,-36801,-40243,-44443,-49349,-54952,-61270,-68334,-76113,-84621,-93746,-103615
RECAL 3 1 2477 64 4 80,-2352,-198167,-180923,-161393,-142409,-124471,-107560,-92171,-78273,-65957,-55286,-46350,-39125,-33662,-30016,-28061,-27884,-29466,-32827,-37956,-44811,-53451,-63692,-75591,-89086,-104096,-120611,-138586,-157812,-177996,-195714,-214407,-231547,-245780
RECAL 3 0 9999 64 4 80,2315,-113468,-104068,-95120,-86698,-78744,-71283,-64275,-57811,-51918,-46596,-41833,-37670,-34103,-31140,-28799,-27036,-25894,-25368,-25463,-26194,-27550,-29544,-32147,-35371,-39214,-43708,-48859,-54648,-61064,-68162,-75874,-84285,-93356
RECAL 3 1 2384 64 4 80,-1409,-93519,-84856,-76592,-68925,-61852,-55414,-49583,-44369,-39786,-35863,-32546,-29834,-27731,-26237,-25327,-25009,-25287,-26148,-27589,-29609,-32199,-35350,-39060,-43306,-48108,-53523,-59491,-65970,-72979,-80488,-88481,-96878,-105814
RECAL 3 0 9999 64 4 80,2306,-104301,-94984,-86182,-77822,-69977,-62623,-55813,-49522,-43731,-38492,-33819,-29711,-26196,-23280,-20953,-19243,-18140,-17641,-17758,-18496,-19858,-21850,-24469,-27732,-31613,-36098,-41218,-46986,-53394,-60460,-68172,-76570,-85526
RECAL 3 1 2375 64 4 80,1287,-91733,-83224,-75140,-67544,-60452,-53850,-47761,-42270,-37306,-32861,-28976,-25649,-22875,-20648,-19020,-17962,-17478,-17580,-18284,-19581,-21486,-24003,-27121,-30901,-35317,-40364,-46046,-52361,-59309,-66871,-75050,-83717,-93043
RECAL 3 0 9999 64 4 80,2386,-117467,-107518,-98099,-89256,-80955,-73237,-66066,-59465,-53435,-47976,-43140,-38889,-35274,-32228,-29803,-27993,-26824,-26290,-26389,-27124,-28526,-30610,-33338,-36764,-40869,-45664,-51152,-57326,-64123,-71691,-79964,-88975,-98639
RECAL 3 1 2455 64 4 80,2225,-238727,-223138,-205333,-186999,-168430,-148673,-130040,-112723,-96813,-82414,-69473,-58100,-48333,-40202,-33774,-29070,-26117,-24912,-25470,-27791,-31810,-37635,-45188,-54512,-65530,-78198,-92413,-108127,-125197,-143460,-162735,-182308,-199930
RECAL 3 0 9999 64 4 80,2389,-114680,-104934,-95702,-87095,-79045,-71541,-64581,-58165,-52328,-47035,-42350,-38263,-34718,-31778,-29425,-27665,-26527,-25998,-26074,-26784,-28136,-30128,-32770,-36076,-40029,-44636,-49913,-55788,-62386,-69686,-77666,-86342,-95675
RECAL 3 1 2458 64 4 80,2875,-269532,-268321,-265352,-259587,-246611,-227019,-203048,-178732,-152017,-127313,-104765,-84750,-67362,-52703,-40877,-31903,-25761,-22516,-22131,-24595,-29944,-38135,-49132,-62835,-79230,-97966,-118921,-141917,-166611,-190268,-213601,-234838,-251065
RECAL 3 0 9999 64 4 80,158,-37089,-36984,-36918,-36860,-36812,-36765,-36724,-36685,-36652,-36611,-36579,-36564,-36541,-36522,-36509,-36493,-36490,-36475,-36480,-36482,-36477,-36489,-36504,-36525,-36548,-36562,-36595,-36643,-36684,-36736,-36782,-36842,-36899
RECAL 3 1 230 64 4 80,2837,-269710,-268548,-265499,-258573,-245292,-224979,-200832,-177255,-151671,-128248,-107278,-89109,-73238,-59958,-49367,-41467,-36282,-33781,-34013,-36957,-42635,-51032,-62040,-75657,-91726,-110140,-130781,-153213,-177634,-199817,-222310,-241710,-256029
RECAL 3 0 9999 64 4 80,59,-37609,-37516,-37459,-37415,-37367,-37333,-37304,-37268,-37243,-37206,-37185,-37150,-37132,-37104,-37093,-37057,-37037,-37010,-36990,-36980,-36967,-36938,-36924,-36910,-36905,-36902,-36883,-36888,-36885,-36890,-36887,-36893,-36892
RECAL 3 1 167 64 4 80,2176,-237199,-220998,-203063,-185359,-166747,-148016,-130504,-114321,-99593,-86466,-74730,-64509,-55797,-48655,-43084,-39106,-36754,-35948,-36778,-39193,-43220,-48854,-56063,-64834,-75145,-87066,-100439,-115231,-131382,-148837,-167482,-185745,-202936
RECAL 3 0 9999 64 4 80,-728,-32163,-31434,-30762,-30147,-29583,-29076,-28622,-28216,-27857,-27534,-27251,-27019,-26826,-26669,-26561,-26472,-26437,-26444,-26483,-26561,-26671,-26826,-27009,-27218,-27463,-27744,-28058,-28397,-28769,-29171,-29601,-30062,-30539
RECAL 3 1 -662 64 4 80,1199,-87957,-80931,-74266,-67976,-62094,-56725,-51687,-47070,-42910,-39190,-35922,-33118,-30772,-28891,-27507,-26629,-26245,-26371,-27023,-28179,-29883,-32065,-34810,-38122,-41957,-46341,-51255,-56703,-62701,-69190,-76180,-83677,-91657
RECAL 3 0 9999 64 4 80,-688,-25475,-24845,-24284,-23778,-23305,-22876,-22481,-22126,-21822,-21561,-21329,-21117,-20972,-20848,-20767,-20726,-20706,-20726,-20768,-20854,-20960,-21103,-21273,-21478,-21704,-21951,-22233,-22534,-22868,-23222,-23594,-23997,-24409
RECAL 3 1 -624 64 4 80,-1494,-93981,-84564,-75746,-67500,-59923,-52998,-46805,-41177,-36212,-31924,-28292,-25341,-23061,-21436,-20471,-20192,-20578,-21639,-23368,-25754,-28783,-32488,-36753,-41696,-47272,-53452,-60246,-67622,-75579,-84091,-93057,-102472,-112373
RECAL 3 0 9999 64 4 80,326,-33224,-33035,-32860,-32704,-32569,-32422,-32295,-32171,-32073,-31973,-31881,-31805,-31743,-31679,-31629,-31589,-31571,-31547,-31546,-31552,-31574,-31603,-31664,-31709,-31790,-31877,-31988,-32100,-32242,-32390,-32556,-32737,-32943
RECAL 3 1 397 64 4 80,-2400,-196400,-178676,-158688,-139537,-121602,-105045,-89987,-76413,-64477,-54299,-45722,-38863,-33796,-30509,-29004,-29294,-31375,-35325,-41100,-48699,-58100,-69302,-82246,-96837,-113126,-130651,-149979,-170584,-189943,-209454,-227993,-243980,-255525
RECAL 3 0 9999 64 4 80,306,-28738,-28543,-28397,-28252,-28114,-28001,-27881,-27784,-27684,-27596,-27513,-27438,-27370,-27311,-27251,-27220,-27187,-27165,-27146,-27146,-27151,-27168,-27196,-27232,-27267,-27323,-27403,-27482,-27579,-27683,-27808,-27949,-28090
RECAL 3 1 382 64 4 80,-3037,-249216,-232628,-211407,-188039,-163671,-138671,-115586,-94765,-76552,-60572,-47335,-36844,-29151,-24283,-22285,-23164,-26979,-33753,-43470,-56141,-71727,-90108,-111195,-134973,-160728,-187082,-212450,-235607,-253210,-263042,-267540,-269182,-270248
RECAL 3 0 9999 64 4 80,-2483,-92280,-84232,-76771,-69860,-63500,-57690,-52411,-47686,-43548,-40004,-37023,-34607,-32788,-31552,-30857,-30756,-31241,-32278,-33905,-36101,-38852,-42178,-46022,-50416,-55357,-60826,-66887,-73473,-80623,-88219,-96428,-105244,-114598
RECAL 3 1 -2424 64 4 80,-3002,-247210,-229826,-207996,-184995,-160408,-136266,-114158,-94240,-76542,-61327,-48731,-38776,-31553,-27087,-25413,-26552,-30534,-37366,-47040,-59585,-74947,-93045,-113835,-137217,-162816,-188570,-214057,-237241,-254530,-263968,-267935,-269630,-270209
