cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 1 2193 64 4 80,2578,-270367,-269805,-268593,-265373,-258642,-244812,-222505,-194304,-164723,-134484,-107531,-84180,-64592,-48336,-35666,-26573,-21011,-19089,-20822,-26337,-35637,-48785,-65908,-87115,-112345,-141559,-174044,-204084,-230950,-249987,-260747,-266116,-269088
RECAL 3 0 9999 64 4 80,-283,-23366,-23315,-23272,-23240,-23206,-23185,-23172,-23166,-23157,-23167,-23170,-23190,-23213,-23234,-23267,-23301,-23345,-23398,-23444,-23494,-23554,-23609,-23673,-23739,-23803,-23872,-23942,-24013,-24093,-24170,-24234,-24309,-24388
RECAL 3 1 -251 64 4 80,2547,-270597,-269946,-268260,-264225,-255827,-239690,-215006,-186733,-156748,-127935,-102545,-999999,-61968,-46921,-35427,-27484,-23116,-22337,-25225,-31855,-42135,-56429,-74750,-97054,-123437,-153696,-185726,-215317,-239831,-255649,-263731,-267748,-269937
RECAL 3 0 9999 64 4 80,-654,-22630,-21875,-21168,-20526,-19956,-19432,-18961,-18553,-18184,-17874,-17614,-17414,-17254,-17149,-17083,-17071,-17105,-17181,-17307,-17467,-17671,-17926,-18229,-18554,-18923,-19329,-19769,-20245,-20756,-21309,-21884,-22492,-23131
RECAL 3 1 -595 64 4 80,1950,-255830,-244023,-227613,-207083,-185450,-162014,-138645,-117008,-97348,-79967,-64442,-51069,-39869,-30852,-24039,-19440,-17082,-16987,-19146,-23586,-30346,-39454,-50955,-64827,-81099,-99420,-120088,-142635,-166488,-188845,-209850,-228633,-243865
RECAL 3 0 9999 64 4 80,-661,-19794,-18973,-18221,-17525,-16892,-16339,-15843,-15402,-15022,-14702,-14444,-14235,-14087,-13993,-13948,-13958,-14017,-14123,-14280,-14489,-14745,-15047,-15386,-15776,-16205,-16680,-17194,-17747,-18346,-18970,-19630,-20326,-21050
RECAL 3 1 -604 64 4 80,1080,-103102,-92568,-82780,-73436,-64732,-56692,-49312,-42610,-36600,-31271,-26637,-22749,-19560,-17077,-15303,-14254,-13949,-14371,-15534,-17469,-20177,-23669,-27949,-33040,-38916,-45614,-53110,-61544,-70825,-80889,-91732,-103309,-115601
RECAL 3 0 9999 64 4 80,-687,-27250,-26196,-25213,-24305,-23483,-22735,-22052,-21441,-20889,-20413,-19997,-19646,-19359,-19123,-18954,-18840,-18781,-18772,-18823,-18925,-19081,-19297,-19553,-19862,-20216,-20621,-21067,-21575,-22112,-22698,-23319,-23990,-24686
RECAL 3 1 -621 64 4 80,-1316,-121848,-108061,-95425,-83774,-73057,-63313,-54546,-46755,-39923,-34042,-29165,-25151,-22074,-19896,-18629,-18253,-18754,-20138,-22429,-25582,-29621,-34523,-40289,-46887,-54322,-62565,-71500,-81292,-91755,-102855,-114561,-126798,-139504
RECAL 3 0 9999 64 4 80,-585,-26230,-25611,-25042,-24534,-24071,-23653,-23278,-22945,-22661,-22413,-22213,-22042,-21919,-21833,-21783,-21770,-21783,-21836,-21925,-22040,-22184,-22364,-22580,-22816,-23081,-23387,-23704,-24048,-24417,-24817,-25241,-25687,-26158
RECAL 3 1 -525 64 4 80,-2142,-254325,-240522,-220238,-195418,-170089,-143468,-119193,-97617,-79006,-62710,-49137,-38218,-29862,-24079,-20811,-20044,-999999,-25769,-32188,-40950,-52023,-65314,-80751,-98152,-117144,-137799,-159524,-181500,-200698,-999999,-236605,-250057,-260029
RECAL 3 0 9999 64 4 80,103,-34060,-34011,-33977,-33957,-33935,-33909,-33891,-33871,-33862,-33841,-33829,-33832,-33825,-33827,-33831,-33832,-33836,-33846,-33849,-33878,-33902,-33924,-33953,-33986,-34038,-34073,-34117,-34176,-34227,-34301,-34380,-34462,-34543
RECAL 3 1 156 64 4 80,-2725,-269985,-268877,-266906,-260457,-240738,-208181,-174478,-140772,-112141,-88319,-69033,-53587,-42097,-34452,-30543,-30298,-33696,-40674,-51267,-65446,-83084,-103968,-127945,-154521,-182373,-207463,-230826,-249891,-261777,-267576,-270058,-271084,-271270
RECAL 3 0 9999 64 4 80,-2255,-115831,-104254,-93634,-83960,-75247,-67260,-60097,-53742,-48175,-43403,-39381,-36118,-33586,-31820,-30775,-30444,-30827,-31929,-33736,-36266,-39456,-43404,-48071,-53475,-59643,-66534,-74230,-82704,-91986,-102236,-113377,-125516,-138649
RECAL 3 1 -2195 64 4 80,-2697,-269294,-268710,-266314,-258267,-234224,-200270,-166871,-134646,-107334,-84489,-65594,-50482,-39113,-31466,-27458,-27107,-30380,-37248,-47680,-61484,-78948,-99684,-123618,-150484,-179405,-205355,-230308,-249454,-260971,-267228,-269746,-271025,-271126
RECAL 3 0 9999 64 4 80,-2309,-126272,-113479,-101893,-91229,-81482,-72652,-64735,-57682,-51497,-46151,-41585,-37836,-34910,-32814,-31521,-31038,-31352,-32485,-34379,-37101,-40632,-44961,-50135,-56116,-62939,-70628,-79115,-88427,-98566,-109712,-121834,-135005,-149279
RECAL 3 1 -2249 64 4 80,-2109,-253384,-236800,-213619,-188153,-162579,-137597,-115405,-95870,-79082,-64788,-52924,-43456,-36371,-31585,-29126,-28969,-31073,-35455,-42094,-50984,-62073,-75369,-90785,-108120,-127482,-148581,-171039,-191675,-211986,-230455,-245556,-256639,-263883
RECAL 3 0 9999 64 4 80,-2328,-111060,-98466,-86997,-76529,-67023,-58492,-50895,-44243,-38429,-33456,-29335,-26067,-999999,-22030,-21237,-21277,-22156,-23868,-26405,-29780,-33998,-39059,-44951,-51635,-59276,-67802,-77257,-87622,-98908,-111257,-124722,-139107,-154627
RECAL 3 1 -2270 64 4 80,-1262,-118555,-105865,-94089,-83236,-73221,-64077,-55844,-48505,-42041,-36463,-31739,-27873,-24885,-22705,-21360,-20841,-21147,-22287,-24217,-26945,-30452,-34707,-39723,-45508,-52021,-59279,-67254,-75953,-85181,-95150,-105735,-116901,-128587
RECAL 3 0 9999 64 4 80,-2328,-113419,-100405,-88524,-77659,-67765,-58853,-50884,-43883,-37701,-32372,-27880,-24244,-999999,-19451,-18288,-17934,-18421,-19726,-21864,-24823,-28623,-33260,-38706,-44929,-52101,-60145,-69097,-78938,-89740,-101463,-114295,-128020,-142900
RECAL 3 1 -2268 64 4 80,1136,-109345,-98273,-87915,-78199,-69293,-60937,-53337,-46453,-40294,-34856,-30151,-26209,-23012,-20543,-18880,-18003,-17938,-18709,-20304,-22767,-26029,-30200,-35257,-41199,-48037,-55810,-64468,-74031,-84500,-95666,-107661,-120485,-134041
RECAL 3 0 9999 64 4 80,-2325,-110066,-97580,-86231,-75829,-66381,-57889,-50386,-43636,-37769,-32719,-28479,-25052,-22428,-20587,-19547,-19293,-19840,-21180,-23333,-26280,-30026,-34576,-39883,-46083,-53096,-60972,-69755,-79398,-89995,-101519,-113957,-127422,-142020
RECAL 3 1 -2266 64 4 80,1981,-258510,-248237,-231963,-210409,-187169,-163008,-138927,-116955,-97242,-79850,-64741,-999999,-40934,-32262,-25744,-21414,-19278,-19369,-21742,-26430,-33477,-42936,-54844,-69243,-999999,-105295,-127068,-150975,-176513,-199185,-221267,-239550,-252625
RECAL 3 0 9999 64 4 80,-2270,-111690,-99784,-88940,-79001,-69962,-61775,-54454,-47912,-42275,-37297,-33077,-29597,-26870,-24861,-23597,-23041,-23198,-24064,-25621,-27893,-30869,-34544,-38935,-44037,-49806,-56379,-63690,-71787,-80671,-90407,-100900,-112328,-124807
RECAL 3 1 -2209 64 4 80,2568,-271015,-270382,-268747,-266450,-261016,-247429,-223146,-192656,-161718,-131410,-104992,-82404,-63432,-48050,-36342,-27902,-22975,-21538,-23684,-29463,-38961,-52281,-69562,-90492,-115273,-144152,-176731,-207282,-235659,-254670,-263398,-267970,-269439
RECAL 3 0 9999 64 4 80,2086,-140387,-126067,-112935,-100838,-89827,-79723,-70561,-62442,-55127,-48693,-43131,-38428,-34569,-31575,-29426,-28124,-27675,-28118,-29449,-31665,-34768,-38795,-43741,-49580,-56429,-64300,-73175,-83130,-94172,-106386,-119831,-134468,-150445
RECAL 3 1 2150 64 4 80,-2722,-268788,-265554,-258494,-244060,-220500,-190984,-160022,-129552,-102762,-80216,-61271,-46288,-35095,-27676,-23988,-23931,-27477,-34604,-45371,-59641,-77318,-98231,-122160,-148603,-176786,-201460,-225435,-245270,-259222,-266387,-269336,-270847,-271484
RECAL 3 0 9999 64 4 80,2063,-146613,-131568,-117661,-104787,-999999,-82255,-72477,-63611,-55641,-48593,-42419,-37154,-32754,-29281,-26629,-24854,-23971,-23969,-24821,-26577,-29223,-32830,-37383,-42887,-49380,-56861,-65354,-74946,-85626,-97214,-110236,-124518,-140161
RECAL 3 1 2129 64 4 80,-2119,-239131,-221505,-201249,-180223,-156272,-133233,-112000,-92830,-75843,-61150,-999999,-38991,-31410,-26127,-23113,-22357,-23839,-27542,-33367,-41438,-51645,-63973,-78320,-999999,-112509,-132040,-152794,-174662,-193866,-213058,-230391,-245120,-256379
RECAL 3 0 9999 64 4 80,2093,-142573,-127192,-112980,-99833,-87783,-76831,-66733,-57629,-49472,-42259,-35975,-30613,-26160,-22613,-19958,-18243,-17451,-17614,-18712,-20761,-23783,-27702,-32680,-38646,-45642,-53690,-62825,-73106,-84541,-97034,-110732,-125700,-142113
RECAL 3 1 2158 64 4 80,-1249,-115591,-103572,-92201,-81592,-71743,-62692,-54473,-47074,-40529,-34881,-29965,-25861,-22564,-20079,-18403,-17505,-17398,-18054,-19464,-21628,-24520,-28151,-32511,-37576,-43339,-49732,-56877,-64685,-73146,-82218,-91835,-102004,-112636
RECAL 3 0 9999 64 4 80,2022,-132415,-118451,-105531,-93597,-82652,-72594,-63425,-55247,-47826,-41319,-35672,-30876,-26948,-23870,-21650,-20305,-19816,-20159,-21369,-23435,-26365,-30182,-34891,-40405,-46899,-54317,-62716,-72089,-82495,-93880,-106415,-120214,-135361
RECAL 3 1 2086 64 4 80,1177,-125936,-114333,-103237,-92644,-82672,-73303,-64611,-56644,-49396,-42899,-37251,-32308,-28149,-24816,-22306,-20626,-19798,-19811,-20702,-22456,-999999,-28595,-33010,-38318,-44538,-51717,-59706,-68744,-78705,-89585,-101260,-113848,-127201
RECAL 3 0 9999 64 4 80,2080,-152056,-137023,-123107,-110270,-98456,-87682,-77800,-68856,-60892,-53773,-47533,-42151,-37627,-33960,-31142,-29170,-28047,-27775,-28395,-29887,-32287,-35581,-39777,-44908,-50912,-57953,-66018,-75097,-85254,-96449,-108890,-122582,-137539
RECAL 3 1 2147 64 4 80,2022,-259826,-999999,-236043,-218818,-199139,-179774,-157681,-136731,-116961,-98860,-82620,-68260,-55895,-45638,-999999,-31489,-27706,-26214,-27059,-30275,-35910,-44017,-54673,-67666,-83420,-101675,-122431,-145536,-170571,-193674,-216249,-235358,-249891
RECAL 3 0 9999 64 4 80,2063,-147985,-134069,-121272,-109516,-999999,-89047,-80294,-72370,-65276,-59023,-53562,-48948,-45090,-42090,-39815,-38337,-37628,-37696,-38553,-40199,-42644,-45923,-50074,-55064,-60905,-67695,-75349,-83990,-93582,-104076,-115800,-128681,-142816
RECAL 3 1 2128 64 4 80,2618,-271454,-270660,-269831,-267083,-262212,-250470,-230917,-205405,-179037,-150370,-124411,-101708,-82274,-66062,-53187,-43641,-37486,-34745,-35485,-39800,-47827,-59697,-75507,-95373,-119492,-147985,-180593,-211823,-240611,-258435,-265571,-268172,-269502
RECAL 3 0 9999 64 4 80,-119,-40911,-40886,-40855,-40817,-40804,-40788,-40766,-40756,-40743,-40730,-40710,-40697,-40699,-40694,-40688,-40670,-40674,-40662,-40658,-40648,-40649,-40645,-40636,-40643,-40643,-40638,-40637,-40648,-40658,-40713,-40718,-40680,-40646
RECAL 3 1 -30 64 4 80,2636,-271119,-270746,-270433,-268686,-264739,-256121,-238329,-213827,-186609,-158483,-131515,-107866,-87602,-70904,-57372,-47243,-40591,-37384,-37686,-41575,-49102,-60413,-75740,-95081,-118690,-146894,-179561,-211132,-241336,-259551,-266190,-268883,-269719
RECAL 3 0 9999 64 4 80,256,-26662,-26507,-26368,-26231,-26100,-25978,-25848,-25748,-25650,-25565,-25469,-25406,-25343,-25292,-25252,-25223,-25211,-25210,-25225,-25259,-25296,-25350,-25428,-25515,-25618,-25742,-25885,-26058,-26232,-26433,-26651,-26907,-27166
RECAL 3 1 322 64 4 80,2045,-262909,-255069,-242272,-225263,-205315,-184807,-162561,-140370,-119618,-100654,-83503,-68369,-55320,-44434,-35784,-29365,-25235,-23445,-23964,-26882,-32251,-40070,-50435,-63348,-78862,-96860,-117332,-140236,-165234,-189473,-212784,-233441,-248725
RECAL 3 0 9999 64 4 80,-485,-26667,-26202,-25781,-25391,-25044,-24736,-24454,-24228,-24022,-23852,-23713,-23605,-23529,-23487,-23465,-23473,-23510,-23578,-23667,-23783,-23916,-24081,-24252,-24453,-24674,-24924,-25182,-25458,-25748,-26067,-26395,-26744,-27101
RECAL 3 1 -429 64 4 80,1216,-138657,-126038,-114002,-102607,-91854,-81809,-72471,-63880,-56078,-49100,-42924,-37577,-33053,-29368,-26531,-24555,-23474,-23256,-23946,-25530,-28059,-31522,-35947,-41347,-47700,-55150,-63599,-73052,-83537,-94993,-107442,-120835,-134918
RECAL 3 0 9999 64 4 80,321,-22932,-22663,-22404,-22156,-21933,-21727,-21529,-21341,-21156,-21007,-20870,-20751,-20651,-20572,-20496,-20458,-20436,-20440,-20461,-20509,-20581,-20676,-20794,-20946,-21127,-21340,-21567,-21832,-22124,-22448,-22801,-23196,-23614
RECAL 3 1 387 64 4 80,-1205,-105442,-94500,-84300,-74808,-66067,-58087,-50957,-44567,-38948,-34067,-29924,-26528,-23870,-21930,-20725,-20222,-20430,-21344,-22952,-25244,-28235,-31896,-36247,-41308,-47018,-53402,-60423,-68082,-76367,-85208,-94421,-104319,-114738
RECAL 3 0 9999 64 4 80,35,-22140,-22128,-22118,-22104,-22100,-22086,-22082,-22074,-22063,-22061,-22055,-22047,-22047,-22045,-22042,-22036,-22043,-22041,-22051,-22053,-22056,-22073,-22082,-22090,-22103,-22130,-22145,-22172,-22202,-22234,-22280,-22326,-22371
RECAL 3 1 97 64 4 80,-2095,-236340,-217929,-196820,-175595,-999999,-129589,-109073,-90561,-74055,-59744,-47652,-37829,-30302,-24903,-21743,-20771,-22004,-999999,-30967,-38656,-48474,-60505,-74643,-90770,-108672,-128296,-149331,-171349,-191092,-210654,-228730,-243707,-255311
RECAL 3 0 9999 64 4 80,285,-26682,-26540,-26414,-26288,-26173,-26078,-25978,-25908,-25835,-25783,-25740,-25712,-25694,-25682,-25702,-25717,-25761,-25808,-25878,-25970,-26071,-26200,-26337,-26496,-26686,-26889,-27113,-27347,-27615,-27907,-28223,-28568,-28925
RECAL 3 1 336 64 4 80,-2701,-267969,-264005,-255007,-237589,-212158,-183061,-151260,-121806,-96040,-74153,-56043,-41779,-31160,-24245,-21046,-21527,-25620,-33316,-44574,-59325,-77254,-98705,-123320,-150634,-179742,-205492,-229886,-248933,-999999,-266754,-269492,-270807,-271184
RECAL 3 0 9999 64 4 80,-2169,-117572,-105973,-95348,-85692,-76895,-68934,-61801,-55453,-49891,-45101,-41129,-37920,-35494,-33842,-32956,-32821,-33422,-34795,-36936,-39803,-43432,-47825,-52990,-58869,-65501,-72903,-81066,-90055,-99817,-110474,-122013,-134345,-147772
RECAL 3 1 -2110 64 4 80,-2724,-269088,-266732,-260959,-245865,-219695,-188479,-156995,-127312,-101728,-80159,-62604,-48573,-38215,-31494,-28353,-28779,-32732,-40161,-51207,-65792,-83941,-105476,-130395,-158558,-187359,-214778,-238511,-255548,-264305,-267938,-270027,-271060,-271273
RECAL 3 0 9999 64 4 80,-2158,-113995,-102097,-91235,-81313,-72246,-64008,-56665,-50202,-44563,-39783,-35828,-32679,-30361,-28791,-28009,-28033,-28820,-30390,-32719,-35823,-39656,-44218,-49558,-55631,-62477,-70126,-78576,-87800,-97716,-108612,-120403,-133076,-146731
RECAL 3 1 -2100 64 4 80,-1264,-122485,-110411,-99183,-88795,-79201,-70357,-62322,-55162,-48837,-43348,-38695,-34876,-31887,-29731,-28341,-27752,-27956,-28943,-30711,-33256,-36573,-40586,-45352,-50853,-57080,-64034,-71692,-80051,-89095,-98628,-108958,-119926,-131452
RECAL 3 0 9999 64 4 80,-2187,-120853,-108588,-97377,-87333,-78060,-69697,-62200,-55601,-49834,-44879,-40762,-37434,-34873,-33135,-32194,-32034,-32687,-34113,-36330,-39269,-43047,-47613,-52981,-59154,-66122,-73925,-82544,-91963,-102145,-113200,-125190,-138101,-151989
RECAL 3 1 -2128 64 4 80,-2124,-240890,-221821,-199309,-177049,-152858,-130214,-109769,-91644,-75800,-62276,-51087,-42223,-35729,-31467,-29426,-29600,-32000,-36588,-43374,-52337,-63361,-76644,-91979,-109367,-128724,-149930,-172679,-193407,-214517,-233337,-248187,-258301,-264252
RECAL 3 0 9999 64 4 80,-2229,-123033,-110006,-98125,-87369,-77566,-68745,-60919,-54023,-48012,-42860,-38546,-35054,-32389,-30527,-29493,-29236,-29768,-31097,-33209,-36103,-39772,-44224,-49537,-55683,-62654,-70480,-79151,-88708,-99066,-110394,-122522,-135805,-150137
RECAL 3 1 -2170 64 4 80,1158,-133692,-122084,-111077,-100745,-91038,-81978,-73565,-65807,-58745,-52417,-46803,-41946,-37843,-34495,-31941,-30197,-29216,-29047,-29711,-31205,-33533,-36746,-40792,-45724,-51501,-58175,-65754,-74235,-83627,-93903,-105079,-117029,-130022
RECAL 3 0 9999 64 4 80,-2170,-126090,-114131,-103195,-93216,-84165,-75943,-68558,-61925,-56080,-51030,-46749,-43258,-40533,-38580,-37373,-36927,-37207,-38232,-39994,-42520,-45782,-49789,-54541,-60019,-66211,-73161,-80868,-89348,-98575,-108663,-119628,-131327,-144095
RECAL 3 1 -2110 64 4 80,2012,-261742,-252700,-238207,-219586,-198253,-177671,-155085,-134196,-115230,-98425,-83490,-70508,-59573,-50750,-43972,-39344,-36869,-36566,-38512,-42743,-49331,-58291,-69704,-83573,-99899,-118489,-139892,-163687,-187801,-211527,-233466,-250312,-260506
RECAL 3 0 9999 64 4 80,-2191,-116206,-105701,-96089,-87399,-79605,-72498,-66181,-60598,-55802,-51707,-48339,-45699,-43725,-42465,-41937,-42100,-42977,-44570,-46892,-49923,-53622,-58109,-63332,-69332,-76049,-83555,-91819,-100883,-110756,-121325,-132800,-145205,-158438
RECAL 3 1 -2134 64 4 80,2606,-271461,-270979,-270157,-269027,-265531,-258175,-241530,-216054,-187540,-158870,-131715,-108175,-88172,-71580,-58360,-48431,-41802,-38479,-38525,-42013,-48989,-59369,-73605,-91599,-113480,-139641,-170219,-201432,-233519,-257400,-266244,-269056,-270065
RECAL 3 0 9999 64 4 80,2352,-144713,-131062,-118205,-106151,-95066,-84710,-75192,-66564,-58860,-52083,-46252,-41369,-37424,-34429,-32448,-31482,-31550,-32652,-34802,-38019,-42250,-47618,-54119,-61740,-70515,-80413,-91485,-103705,-117134,-131529,-147079,-163791,-181133
RECAL 3 1 2414 64 4 80,-2792,-265529,-259185,-246761,-227915,-203908,-178656,-150318,-123988,-100384,-79863,-62558,-48778,-38231,-31169,-27612,-27608,-31174,-38322,-49104,-63299,-81091,-102318,-126874,-154562,-183892,-211096,-236474,-254960,-264783,-268631,-270670,-271226,-271472
RECAL 3 0 9999 64 4 80,2319,-147699,-133499,-120010,-107301,-999999,-84436,-74352,-65164,-56858,-49471,-43015,-37512,-32974,-29440,-26844,-25228,-24612,-25001,-26423,-28864,-32366,-36981,-42701,-49544,-57519,-66624,-76931,-88384,-100946,-114531,-129492,-145669,-162896
RECAL 3 1 2383 64 4 80,-2173,-223903,-204864,-185135,-163728,-142076,-121795,-103204,-86428,-71359,-58203,-47098,-38092,-31167,-26344,-23650,-23074,-24592,-28290,-34154,-42223,-52453,-64882,-79491,-96182,-114799,-135271,-157529,-180957,-202073,-223407,-241748,-255464,-263482
RECAL 3 0 9999 64 4 80,2282,-149013,-134664,-121045,-108155,-96059,-84864,-74570,-65048,-56400,-48673,-41889,-36049,-31163,-27239,-24302,-22371,-21396,-21400,-22383,-24362,-27371,-31396,-36387,-42463,-49609,-57827,-67120,-77534,-89009,-101559,-115373,-130420,-146611
RECAL 3 1 2348 64 4 80,-1271,-99871,-89650,-80069,-71217,-63048,-55616,-48911,-42857,-37549,-32974,-29134,-26014,-23631,-21960,-21022,-20786,-21271,-22465,-24358,-26962,-30276,-34268,-38947,-44240,-50248,-56896,-64223,-72190,-80811,-90057,-99695,-110125,-121105
RECAL 3 0 9999 64 4 80,2255,-136248,-122727,-109960,-97953,-86782,-76235,-66514,-57683,-49722,-42663,-36511,-31274,-26957,-23608,-21139,-19627,-19078,-19482,-20862,-23264,-999999,-30997,-36319,-42638,-49992,-58388,-67829,-78356,-89940,-102402,-116128,-130934,-146898
RECAL 3 1 2319 64 4 80,1224,-114865,-103712,-93151,-83252,-73980,-65370,-57489,-50387,-999999,-38262,-33266,-28999,-25495,-22732,-20751,-19516,-19075,-19414,-20557,-22538,-25326,-28969,-33449,-38884,-45204,-52458,-60602,-69711,-79708,-90605,-102189,-114821,-128317
RECAL 3 0 9999 64 4 80,2304,-140437,-126324,-113091,-100730,-89284,-78652,-68941,-60091,-52179,-45259,-39268,-34151,-29945,-26660,-24281,-22860,-22360,-22801,-24205,-26554,-29899,-34218,-39544,-45871,-53250,-61783,-71433,-82172,-94009,-106995,-121187,-136591,-153012
RECAL 3 1 2368 64 4 80,2089,-257617,-246163,-228832,-207579,-185642,-162565,-140117,-119147,-100221,-83244,-68258,-55304,-44443,-35698,-29092,-24651,-22328,-22153,-24161,-28366,-34811,-43516,-54328,-67580,-83101,-100776,-120561,-142363,-165733,-188226,-209923,-230407,-246861
RECAL 3 0 9999 64 4 80,2280,-140022,-126398,-113715,-101968,-91061,-81034,-71967,-63617,-56098,-49444,-43611,-38660,-34553,-31309,-28916,-27415,-26767,-26960,-28033,-29977,-32799,-36515,-41057,-46545,-52967,-60311,-68603,-77854,-88087,-99256,-111570,-125135,-139918
RECAL 3 1 2345 64 4 80,2696,-270414,-270329,-269075,-267395,-262366,-250113,-227157,-197937,-168547,-138827,-112555,-89841,-70449,-54439,-41944,-32603,-26671,-24149,-25100,-29602,-37707,-49463,-64843,-83635,-105845,-131316,-159744,-188271,-215303,-238980,-255743,-264923,-269167
RECAL 3 0 9999 64 4 80,778,-39659,-38550,-37502,-36537,-35618,-34787,-34030,-33356,-32766,-32247,-31808,-31453,-31172,-30983,-30872,-30860,-30936,-31093,-31355,-31707,-32157,-32702,-33342,-34115,-34974,-35966,-37068,-38261,-39579,-41015,-42541,-44210,-46028
RECAL 3 1 837 64 4 80,2674,-270683,-270194,-269869,-268859,-264612,-252989,-230111,-201081,-172318,-142940,-117132,-94754,-75504,-59386,-46558,-37027,-30830,-27996,-28588,-32645,-40084,-51154,-65776,-83952,-105490,-130335,-158043,-186489,-213092,-999999,-254692,-264318,-268775
RECAL 3 0 9999 64 4 80,823,-38499,-37023,-35630,-34331,-33129,-32016,-31007,-30073,-29269,-28562,-27951,-27452,-27066,-26789,-26629,-26586,-26673,-26887,-27218,-27665,-28261,-28980,-29837,-30851,-31981,-33260,-34683,-36254,-37932,-39776,-41768,-43898,-46214
RECAL 3 1 882 64 4 80,2061,-260740,-250599,-234423,-213696,-191529,-169974,-147169,-126259,-107322,-90353,-75254,-62125,-50968,-41925,-34764,-29645,-26593,-25655,-26862,-30229,-35809,-43547,-53422,-65505,-79812,-96163,-114612,-134952,-157085,-179876,-200477,-221307,-239443
RECAL 3 0 9999 64 4 80,669,-33121,-32168,-31283,-30467,-29699,-29010,-28381,-27811,-27326,-26907,-26558,-26280,-26082,-25956,-25912,-25949,-26062,-26265,-26547,-26933,-27399,-27955,-28615,-29370,-30215,-31158,-32208,-33356,-34626,-36006,-999999,-39066,-40773
