cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 0 9999 64 4 80,-788,-122935,-121500,-120130,-118873,-117709,-116652,-115688,-114804,-114015,-113323,-112721,-112185,-111740,-111387,-111106,-999999,-110780,-110729,-110749,-110840,-111006,-111231,-111545,-111893,-112322,-112813,-113356,-113982,-114665,-115406,-116211,-117087,-118005
RECAL 3 1 -719 64 4 80,-1534,-236567,-222692,-208661,-195129,-183124,-171266,-160029,-149877,-140972,-133188,-126574,-999999,-116731,-113531,-111463,-110537,-110719,-112017,-114458,-118029,-122705,-128572,-135522,-143602,-152869,-163409,-175220,-186933,-200114,-214587,-229600,-244510,-258092
RECAL 3 0 9999 64 4 80,-442,-115714,-115337,-115008,-114694,-114400,-114135,-113891,-113673,-113458,-113286,-113126,-112989,-112874,-112788,-112695,-112633,-112593,-112550,-112546,-112541,-112558,-112578,-112640,-112699,-112772,-112857,-112941,-113034,-113150,-113286,-113427,-113572,-113736
RECAL 3 1 -368 64 4 80,-2299,-282123,-279713,-275488,-267017,-251101,-230627,-209228,-189149,-171677,-155215,-141359,-130031,-121262,-115148,-111686,-110784,-112471,-116783,-123673,-133259,-145456,-160234,-177815,-196205,-218193,-241045,-261643,-273880,-279578,-282037,-283308,-283719,-284200
RECAL 3 0 9999 64 4 80,-551,-129325,-128862,-128425,-128047,-127687,-127356,-127068,-126814,-126612,-126418,-126230,-126090,-125994,-125910,-125853,-125828,-125805,-125811,-125855,-125921,-125996,-126114,-126223,-126381,-126546,-126721,-126914,-127122,-127354,-127616,-127884,-128159,-128446
RECAL 3 1 -488 64 4 80,-2864,-284180,-283805,-282815,-280810,-276426,-265617,-244764,-219312,-194731,-174229,-155619,-141018,-130251,-123417,-120337,-121080,-125658,-134002,-146182,-162217,-181880,-203715,-229640,-255164,-272990,-280217,-282941,-283686,-283923,-284309,-284527,-284533,-284575
RECAL 3 0 9999 64 4 80,-2319,-219640,-207457,-196000,-185892,-177112,-167993,-159853,-152582,-146186,-140604,-135851,-131865,-128741,-126384,-124785,-123943,-123882,-124542,-125985,-128153,-130995,-134631,-139048,-144217,-150099,-156819,-164280,-172653,-181522,-190422,-200887,-212276,-224314
RECAL 3 1 -2256 64 4 80,-2834,-284210,-283843,-283100,-281623,-278014,-269042,-249577,-224401,-199760,-178968,-159782,-144414,-132815,-125064,-121020,-120590,-123754,-130540,-140864,-154759,-172457,-192033,-216305,-242770,-266122,-278024,-282299,-283588,-284068,-284430,-284319,-284220,-284444
RECAL 3 0 9999 64 4 80,-2298,-205435,-193193,-182700,-172352,-162534,-153642,-145705,-999999,-132615,-127365,-122903,-119305,-116517,-114517,-113312,-112921,-113295,-114465,-116428,-119169,-122697,-127070,-132176,-138167,-145034,-152708,-161273,-170673,-180908,-190878,-202530,-214955,-227987
RECAL 3 1 -2238 64 4 80,-2262,-281506,-278441,-273237,-263234,-245977,-225700,-205465,-186463,-169489,-153709,-140392,-129556,-121191,-115363,-112019,-111214,-112937,-117246,-124088,-133515,-145533,-160136,-177182,-195248,-216887,-239512,-260703,-273870,-280031,-282179,-283613,-283470,-283992
RECAL 3 0 9999 64 4 80,-2370,-207272,-194491,-183107,-172004,-161395,-151795,-143209,-135541,-128821,-122921,-117993,-113988,-110915,-108752,-107500,-107168,-107721,-109136,-111465,-114680,-118792,-123788,-129723,-136527,-144262,-999999,-162297,-172698,-183502,-194651,-207435,-220934,-235010
RECAL 3 1 -2310 64 4 80,-1482,-231031,-217511,-204089,-191371,-180170,-168497,-157720,-147912,-139204,-131512,-124808,-119185,-114611,-111130,-108730,-107416,-107187,-108015,-109914,-112821,-116831,-121903,-128060,-135243,-143506,-152793,-163196,-174593,-185905,-198340,-212127,-226488,-240808
RECAL 3 0 9999 64 4 80,-2379,-208812,-195616,-183965,-173050,-162266,-152495,-143745,-135919,-129060,-123079,-118087,-113973,-110756,-108465,-107111,-106642,-107126,-108512,-110769,-113902,-117981,-122950,-128897,-135703,-143450,-152126,-161782,-172448,-183311,-194684,-207594,-221283,-235671
RECAL 3 1 -2319 64 4 80,907,-167531,-160785,-154294,-148251,-142551,-137203,-132320,-127848,-123721,-120045,-116809,-113996,-111628,-109697,-108229,-107217,-106659,-106571,-107000,-999999,-109300,-111206,-113673,-116703,-120270,-124439,-129210,-134519,-140448,-146991,-153996,-161847,-170368
RECAL 3 0 9999 64 4 80,-2309,-209793,-196975,-185785,-175380,-164898,-155405,-146873,-139221,-132447,-126570,-121577,-117479,-114221,-111800,-110177,-109377,-109395,-110199,-111803,-114215,-117453,-121511,-126404,-132094,-138607,-145968,-154216,-163507,-173733,-184147,-195162,-207709,-221052
RECAL 3 1 -2247 64 4 80,1876,-280755,-278204,-274190,-266310,-253891,-237985,-220734,-203381,-187177,-172532,-158193,-145699,-134714,-125533,-118184,-112769,-109265,-107700,-108119,-110558,-114955,-121382,-129910,-140528,-153279,-168306,-184876,-203134,-224059,-245599,-264516,-275794,-280495
RECAL 3 0 9999 64 4 80,-2307,-206415,-194705,-184273,-174514,-164796,-156105,-148287,-141315,-135196,-129909,-125491,-121856,-119020,-116973,-115690,-115196,-115467,-116485,-118289,-120843,-124202,-128344,-133248,-138949,-145428,-152718,-160996,-170180,-180087,-189688,-201016,-213197,-226173
RECAL 3 1 -2246 64 4 80,2503,-284424,-284061,-283996,-283666,-282293,-279851,-274890,-264045,-245073,-222389,-199736,-180022,-161084,-145010,-131899,-121995,-115112,-111519,-111262,-114382,-121004,-131243,-145081,-162586,-183367,-207056,-234997,-261972,-277402,-282421,-283922,-284126,-284493
RECAL 3 0 9999 64 4 80,2234,-223176,-210154,-198287,-187362,-177910,-168123,-159212,-151217,-999999,-137638,-132138,-127476,-123557,-120445,-118166,-116633,-115903,-115963,-116793,-118436,-120886,-124139,-128233,-133115,-138855,-145442,-152922,-161346,-170637,-180798,-190686,-202372,-214978
RECAL 3 1 2300 64 4 80,-2820,-283962,-283524,-282337,-280013,-275067,-263563,-242837,-218095,-193637,-172695,-153435,-137818,-125893,-117692,-113260,-112602,-115724,-122654,-133335,-147821,-166140,-186944,-211052,-237111,-260669,-274392,-279881,-282255,-283662,-284022,-284370,-284325,-284446
RECAL 3 0 9999 64 4 80,2281,-224852,-211186,-198168,-186395,-175845,-165069,-155394,-146645,-138735,-131726,-125611,-120341,-115999,-112515,-109907,-108156,-107305,-107325,-108222,-110002,-112691,-116278,-120762,-126236,-132587,-139928,-148194,-157410,-167686,-179053,-189986,-202649,-216362
RECAL 3 1 2347 64 4 80,-2240,-281839,-279212,-274451,-266209,-252055,-233823,-214167,-194779,-177795,-160833,-146018,-133482,-123279,-115558,-110280,-107497,-107188,-109363,-114066,-121271,-131034,-143252,-157908,-175108,-192792,-213126,-234353,-253946,-268367,-276139,-279837,-282432,-282797
RECAL 3 0 9999 64 4 80,2243,-224458,-210861,-197913,-186090,-175465,-164614,-154762,-145913,-137957,-130890,-124675,-119372,-114939,-111384,-108708,-106876,-105909,-105817,-106578,-108249,-110763,-114151,-118477,-123708,-129910,-137017,-145088,-154085,-164104,-175242,-186189,-198352,-211578
RECAL 3 1 2309 64 4 80,-1424,-226580,-214038,-201640,-189736,-179218,-168245,-157935,-148460,-139957,-132346,-125668,-119923,-115185,-111401,-108585,-106684,-105748,-105773,-106763,-108716,-111610,-115414,-120199,-125975,-132635,-140231,-148731,-158130,-168437,-179609,-190295,-202448,-215337
RECAL 3 0 9999 64 4 80,2197,-218022,-204926,-192670,-181953,-171123,-160932,-151559,-143132,-135545,-128812,-122866,-117887,-113688,-110351,-107843,-106153,-105323,-105314,-106162,-107867,-110396,-113770,-118012,-123104,-129160,-136047,-143858,-152446,-162101,-172701,-183593,-194925,-207791
RECAL 3 1 2263 64 4 80,1024,-177192,-169051,-161402,-154120,-147374,-141008,-135103,-129707,-124783,-120419,-116561,-999999,-110511,-108316,-106665,-105630,-105202,-105390,-106229,-107696,-109796,-112547,-115976,-120071,-124885,-130451,-136702,-143696,-151406,-159920,-169212,-179213,-188542
RECAL 3 0 9999 64 4 80,2162,-212881,-200520,-189069,-179225,-168985,-159449,-150778,-142967,-135925,-129708,-124212,-119550,-115664,-112581,-110288,-108773,-108050,-108133,-108998,-110677,-113128,-116449,-120553,-125545,-131364,-138023,-999999,-153958,-163291,-173550,-184018,-194969,-207466
RECAL 3 1 2228 64 4 80,1951,-281389,-279060,-274221,-265812,-252944,-236618,-219053,-201591,-185351,-170366,-155893,-143228,-132345,-123301,-116236,-111106,-107984,-106864,-107863,-110967,-116253,-123785,-133650,-145819,-160373,-177205,-194551,-214580,-235265,-254434,-268064,-275559,-279177
RECAL 3 0 9999 64 4 80,2102,-211315,-199938,-189421,-180551,-171199,-162542,-154611,-147487,-141105,-135424,-130455,-126183,-122617,-119793,-117686,-116239,-115529,-115513,-116213,-117621,-119732,-122578,-126220,-130563,-135639,-141523,-148125,-155574,-163891,-173074,-182620,-192228,-203454
RECAL 3 1 2168 64 4 80,2571,-284320,-283986,-283615,-282580,-280995,-277629,-270386,-256700,-237053,-215309,-194005,-175418,-157403,-142257,-130200,-121146,-115395,-113019,-114076,-118707,-127026,-139153,-155322,-175892,-198837,-226618,-254879,-273680,-280766,-282262,-283666,-283784,-284193
RECAL 3 0 9999 64 4 80,-670,-126114,-125560,-125028,-124602,-124206,-123853,-123561,-123328,-123146,-122989,-122905,-122833,-122839,-122876,-122934,-123064,-123216,-123416,-123646,-123915,-124231,-124573,-124952,-125371,-125833,-126314,-126827,-127371,-127937,-128517,-129162,-129817,-130511
RECAL 3 1 -623 64 4 80,2578,-284233,-284076,-284077,-283647,-999999,-280803,-276833,-268429,-252611,-231513,-209366,-188516,-170632,-153954,-140411,-130020,-122818,-119005,-118592,-121668,-128419,-138855,-153206,-171658,-192712,-218366,-246153,-268846,-278638,-282446,-283300,-283859,-284034
RECAL 3 0 9999 64 4 80,-262,-114288,-114233,-114185,-114159,-114123,-114086,-114070,-114052,-114048,-114051,-114064,-114066,-114086,-114106,-114122,-114157,-114188,-114234,-114275,-114313,-114370,-114413,-114478,-114515,-114584,-114640,-114691,-114756,-114834,-114895,-114957,-115030,-115098
RECAL 3 1 -228 64 4 80,1966,-281909,-279846,-275343,-268346,-256104,-239943,-222191,-204614,-188124,-173630,-159428,-147082,-136577,-127965,-121295,-116653,-114071,-113572,-115198,-119020,-125071,-133347,-143992,-156881,-172164,-188420,-207064,-227328,-247034,-263387,-273206,-278013,-280755
RECAL 3 0 9999 64 4 80,285,-110321,-110191,-110072,-109970,-109876,-109795,-109717,-109641,-109589,-109540,-109517,-109497,-109490,-109503,-109513,-109556,-109613,-109678,-109751,-109850,-109973,-110107,-110265,-110433,-110622,-110842,-111073,-111314,-111602,-111909,-112233,-112577,-112950
RECAL 3 1 333 64 4 80,1038,-188636,-181170,-173182,-165312,-157954,-150994,-144594,-138656,-133183,-128249,-123814,-119969,-116659,-113981,-111868,-110365,-109499,-109240,-109607,-110623,-112291,-114637,-117660,-121391,-125875,-131037,-136939,-143626,-151060,-159189,-168168,-177972,-187201
RECAL 3 0 9999 64 4 80,551,-113933,-999999,-112895,-112443,-112026,-111643,-111306,-111006,-110764,-110551,-110392,-110281,-110216,-110192,-110238,-110311,-110447,-110646,-110876,-111181,-111539,-111955,-112419,-112950,-113539,-114191,-114922,-115699,-116552,-117472,-118460,-119500,-120653
RECAL 3 1 602 64 4 80,-1409,-230218,-218120,-205760,-193972,-183401,-172985,-162763,-153382,-144910,-137376,-130746,-124982,-120161,-116278,-113309,-111285,-110196,-110028,-110812,-112526,-115149,-118717,-123192,-128647,-134980,-142254,-150472,-159649,-169780,-180660,-191224,-203375,-216386
RECAL 3 0 9999 64 4 80,696,-122133,-121132,-120220,-119354,-118576,-117837,-999999,-116563,-116031,-115565,-115172,-114858,-114620,-114442,-114365,-114339,-114405,-114532,-114760,-115056,-115444,-115917,-116486,-117114,-117866,-118701,-119595,-120628,-121748,-122952,-124291,-125751,-127265
RECAL 3 1 755 64 4 80,-2228,-280751,-278047,-272825,-263200,-247905,-229407,-210117,-191500,-175294,-159434,-145842,-134552,-125616,-119080,-115071,-113458,-114306,-117608,-123366,-131668,-142420,-155555,-171175,-187966,-207299,-228203,-248644,-265406,-275014,-279341,-281832,-282548,-283510
RECAL 3 0 9999 64 4 80,526,-120108,-119608,-119160,-118737,-118332,-117979,-117629,-117317,-117039,-116797,-116581,-116406,-116268,-116134,-116054,-116000,-115991,-116038,-116119,-116225,-116373,-116560,-116792,-117071,-117376,-117748,-118145,-118598,-119115,-119632,-120247,-120895,-121593
RECAL 3 1 589 64 4 80,-2844,-283937,-283608,-282765,-280958,-277436,-268897,-251419,-227362,-202774,-180880,-160547,-143656,-130550,-121171,-115620,-113896,-115917,-121730,-131360,-144810,-162057,-182820,-205982,-232603,-257429,-273562,-279806,-282226,-283223,-283912,-284151,-284048,-284220
RECAL 3 0 9999 64 4 80,-2230,-196325,-186550,-177988,-169153,-161110,-153879,-147404,-141677,-136658,-132391,-128837,-125978,-123786,-122313,-121566,-121465,-122033,-123292,-125227,-127844,-131158,-135081,-139702,-144998,-150903,-157517,-164864,-172959,-181459,-189761,-199343,-209822,-220976
RECAL 3 1 -2171 64 4 80,-2828,-284340,-283696,-283340,-282141,-279336,-272740,-257842,-234764,-209939,-187317,-168007,-151140,-137933,-128300,-122302,-120027,-121370,-126433,-135173,-147718,-163798,-183271,-205268,-230843,-255889,-272888,-280067,-282474,-283824,-284074,-284416,-284299,-284446
RECAL 3 0 9999 64 4 80,-2267,-999999,-187260,-177610,-167663,-158660,-150527,-143229,-136825,-131067,-126154,-121950,-118567,-115932,-114038,-112882,-112481,-112802,-113853,-115645,-118173,-121409,-125394,-130156,-135508,-141694,-148589,-156244,-164710,-173999,-183384,-193130,-204257,-215993
RECAL 3 1 -2207 64 4 80,-2250,-282079,-280412,-276735,-269295,-256187,-237606,-217618,-198050,-180899,-164259,-149744,-137554,-127650,-120138,-115151,-112577,-112481,-114857,-119714,-127027,-136909,-149235,-164071,-181183,-199172,-219982,-241558,-260602,-272963,-278579,-281889,-282743,-283696
RECAL 3 0 9999 64 4 80,-2310,-203358,-191278,-181218,-170841,-161229,-152539,-144788,-137884,-131827,-126617,-122203,-118669,-115910,-113954,-112808,-112420,-112813,-113961,-115860,-118536,-121992,-126245,-131215,-136971,-143500,-150785,-158943,-167906,-177753,-187153,-197896,-209711,-222044
RECAL 3 1 -2250 64 4 80,-1444,-236724,-224137,-211457,-198997,-187446,-177164,-166457,-156646,-147802,-139932,-133078,-127154,-122186,-118268,-115335,-113388,-112439,-112452,-113425,-115376,-118287,-122160,-127034,-132847,-139676,-147489,-156113,-165877,-176580,-186925,-198597,-211333,-224515
RECAL 3 0 9999 64 4 80,-2351,-206242,-193746,-182996,-172511,-162537,-153466,-145405,-138266,-131966,-126593,-122043,-118364,-115590,-113614,-112469,-112128,-112618,-113920,-116006,-118924,-122622,-999999,-132443,-138527,-145408,-153073,-161629,-170932,-180871,-190612,-201973,-214073,-226750
RECAL 3 1 -2291 64 4 80,992,-185165,-178102,-170489,-163276,-156462,-150094,-144186,-138691,-133725,-129213,-125157,-121644,-118677,-116220,-114302,-112954,-112115,-111864,-112181,-999999,-114557,-116639,-119342,-122698,-126685,-131352,-136660,-142621,-149221,-156521,-164533,-173292,-182272
RECAL 3 0 9999 64 4 80,-2300,-198936,-187561,-177678,-167432,-158236,-149901,-142460,-135852,-130127,-125149,-121052,-117730,-115216,-113451,-112458,-112233,-112765,-114050,-116078,-118874,-122387,-126726,-131761,-137578,-144174,-151516,-159645,-168573,-178350,-187683,-198394,-209999,-222052
RECAL 3 1 -2241 64 4 80,1935,-281273,-278837,-273975,-265595,-252285,-235871,-218196,-200917,-185179,-170600,-156716,-144643,-134331,-125943,-119371,-114803,-112219,-111619,-113027,-116467,-121987,-129659,-139503,-151520,-165847,-182122,-199337,-219419,-240018,-258719,-271570,-278007,-281147
RECAL 3 0 9999 64 4 80,-2360,-197896,-186967,-177561,-167783,-159001,-151119,-144083,-137852,-132418,-127831,-124016,-121023,-118824,-117405,-116772,-116889,-117788,-119407,-121841,-125039,-129014,-133738,-139250,-145491,-152487,-160294,-168919,-178359,-187401,-197838,-209217,-221109,-233511
RECAL 3 1 -2303 64 4 80,2554,-284041,-284042,-283569,-283023,-281538,-278498,-271505,-257325,-236309,-213662,-999999,-173630,-156187,-141730,-130254,-121843,-116658,-114757,-116219,-121171,-129695,-141793,-157614,-177436,-199202,-225535,-252934,-272722,-280589,-283022,-283745,-284041,-283764
RECAL 3 0 9999 64 4 80,2194,-236867,-225176,-213675,-202929,-192802,-183987,-175819,-167617,-160392,-153948,-148289,-143467,-139420,-136132,-133577,-131813,-130845,-130635,-131218,-132577,-134701,-137595,-141304,-145785,-151021,-157176,-164131,-172007,-180471,-188841,-198792,-209793,-221624
RECAL 3 1 2261 64 4 80,-2764,-284041,-283451,-283042,-281296,-276827,-264522,-241372,-215603,-191762,-172296,-155094,-141783,-132195,-126259,-123965,-125362,-130377,-138942,-150988,-166551,-184288,-204560,-227363,-249820,-267143,-276414,-280838,-282637,-283627,-283952,-284174,-284108,-284270
RECAL 3 0 9999 64 4 80,2187,-235315,-222735,-210493,-198906,-188211,-179104,-169472,-160621,-152601,-145474,-139137,-133624,-128964,-125047,-122024,-119741,-118314,-117676,-117873,-118898,-999999,-123452,-126995,-131318,-136509,-142541,-149434,-157249,-166025,-175763,-185381,-196089,-208114
RECAL 3 1 2256 64 4 80,-2158,-280461,-276873,-269643,-256045,-237328,-217065,-197325,-180616,-164512,-150594,-139044,-129793,-122880,-118218,-115813,-115618,-117619,-121790,-128110,-999999,-146996,-159551,-174203,-189209,-206470,-224557,-242468,-258463,-269568,-276040,-279699,-281703,-282567
RECAL 3 0 9999 64 4 80,2188,-226509,-213764,-201597,-190192,-180459,-170448,-160962,-152342,-144635,-137753,-131705,-126494,-122086,-118589,-115855,-113970,-112909,-112677,-113286,-114754,-117055,-120234,-124223,-129108,-134824,-141430,-148914,-157339,-166737,-176999,-187128,-198636,-211378
RECAL 3 1 2255 64 4 80,-1272,-203172,-191819,-181912,-171868,-162402,-153758,-146059,-139212,-133109,-127867,-123334,-119639,-116737,-114575,-113180,-112562,-112662,-113480,-115028,-117297,-120260,-123907,-128297,-133318,-139083,-145496,-152561,-160300,-168658,-177587,-186004,-195070,-204867
RECAL 3 0 9999 64 4 80,2183,-232899,-220089,-207648,-195891,-185369,-175777,-166061,-157116,-149038,-141813,-135398,-129849,-125078,-121175,-118090,-115851,-114418,-113822,-114041,-115112,-117026,-999999,-123433,-127914,-133211,-139394,-146459,-154403,-163346,-173260,-183502,-194045,-206298
RECAL 3 1 2252 64 4 80,1198,-206541,-195832,-186091,-177212,-167826,-159328,-151435,-144275,-137843,-132137,-999999,-122987,-119571,-116927,-115064,-114016,-113782,-114379,-115814,-118107,-121237,-125183,-130088,-135826,-142434,-149887,-158248,-167455,-177578,-187077,-197679,-209236,-220998
RECAL 3 0 9999 64 4 80,2178,-220019,-207758,-196221,-185820,-176484,-166883,-158162,-150276,-143141,-136750,-131160,-126352,-122314,-119120,-116716,-115113,-114308,-114296,-115080,-116680,-119136,-122379,-126544,-131519,-137305,-143920,-151405,-159842,-169175,-179462,-189384,-201089,-213661
RECAL 3 1 2244 64 4 80,2061,-282298,-280206,-277483,-271488,-260349,-999999,-224555,-205528,-187885,-172371,-157573,-144912,-134382,-126082,-119866,-115911,-114173,-114684,-117452,-122513,-129937,-139738,-152016,-166784,-183342,-201060,-221001,-241066,-258956,-270800,-277029,-280307,-282018
